,m1,m2,m3,m4,m5,m6
1528687500.00,52118.01,32.30,50.27,33.11,-93.45,0.00
1528688500.00,52115.97,32.59,50.29,33.00,-94.19,0.00
1528689500.00,52117.17,33.04,50.30,33.04,-93.73,0.00
1528690500.00,52116.69,33.20,50.29,32.99,-93.97,0.00
1528691500.00,52116.14,33.08,50.29,32.96,-94.25,0.00
1528692500.00,52116.98,33.37,50.25,33.02,-93.90,0.00
1528693500.00,52117.65,33.80,50.24,33.02,-93.65,0.00
1528694500.00,52116.93,34.04,50.24,33.00,-93.79,0.00
1528695500.00,52118.23,34.39,50.20,33.03,-93.17,0.00
1528696500.00,52116.07,34.48,50.22,32.96,-93.92,0.00
1528697500.00,52117.18,34.68,50.17,33.01,-93.53,0.00
1528698500.00,52117.99,35.27,50.26,32.97,-93.35,0.00
1528699500.00,52118.13,34.94,50.22,33.06,-93.46,0.00
1528700500.00,52118.32,35.43,50.24,33.02,-93.37,0.00
1528701500.00,52117.46,35.53,50.23,33.03,-93.70,0.00
1528702500.00,52117.99,35.56,50.27,33.06,-93.49,0.00
1528703500.00,52117.75,35.82,50.25,32.97,-93.54,0.00
1528704500.00,52118.19,35.73,50.24,33.08,-93.43,0.00
1528705500.00,52120.16,35.78,50.26,33.13,-92.66,0.00
1528706500.00,52117.80,35.81,50.32,32.96,-93.48,0.00
1528707500.00,52118.67,35.62,50.24,33.04,-93.21,0.00
1528708500.00,52118.03,35.66,50.27,32.90,-93.42,0.00
1528709500.00,52118.19,35.47,50.20,33.02,-93.35,0.00
1528710500.00,52117.67,35.68,50.20,32.95,-93.56,0.00
1528711500.00,52118.42,36.04,50.23,32.97,-93.30,0.00
1528712500.00,52118.28,35.99,50.14,33.01,-93.26,0.00
1528713500.00,52118.21,36.22,50.14,33.01,-93.34,0.00
1528714500.00,52118.79,36.50,50.13,33.02,-93.11,0.00
1528715500.00,52118.29,36.52,50.11,33.02,-93.27,0.00
1528716500.00,52118.91,37.23,50.19,33.04,-93.14,0.00
1528717500.00,52118.79,37.28,50.14,33.01,-93.25,0.00
1528718500.00,52117.70,37.29,50.12,32.96,-93.67,0.00
1528719500.00,52117.93,37.24,50.14,32.96,-93.62,0.00
1528720500.00,52118.08,37.16,50.09,32.97,-93.55,0.00
1528721500.00,52118.57,37.39,50.13,32.98,-93.35,0.00
1528722500.00,52117.67,37.17,50.13,32.89,-93.77,0.00
1528723500.00,52118.70,37.13,50.13,32.99,-93.55,0.00
1528724500.00,52118.40,37.04,50.12,33.01,-93.71,0.00
1528725500.00,52119.15,36.68,50.08,33.03,-93.38,0.00
1528726500.00,52119.86,36.29,50.04,33.04,-93.26,0.00
1528727500.00,52120.48,36.49,50.10,32.98,-93.18,0.00
1528728500.00,52120.34,36.08,50.19,32.96,-93.37,0.00
1528729500.00,52121.48,35.71,50.17,32.92,-93.04,0.00
1528730500.00,52122.12,35.20,50.09,32.94,-92.82,0.00
1528731500.00,52120.86,34.62,50.16,32.87,-93.35,0.00
1528732500.00,52122.45,34.01,50.11,32.94,-93.00,0.00
1528733500.00,52121.17,33.31,50.14,32.85,-93.48,0.00
1528734500.00,52122.68,33.25,50.23,32.88,-93.02,0.00
1528735500.00,52123.22,32.54,50.19,32.90,-93.06,0.00
1528736500.00,52123.86,32.05,50.20,32.87,-92.98,0.00
1528737500.00,52122.95,31.55,50.18,32.85,-93.32,0.00
1528738500.00,52125.24,31.33,50.21,32.95,-92.55,0.00
1528739500.00,52123.84,30.66,50.23,32.85,-93.07,0.00
1528740500.00,52124.49,30.38,50.15,32.86,-92.85,0.00
1528741500.00,52124.51,30.13,50.14,32.88,-92.91,0.00
1528742500.00,52124.09,30.04,50.22,32.81,-93.08,0.00
1528743500.00,52124.07,30.02,50.29,32.79,-93.16,0.00
1528744500.00,52123.80,29.41,50.19,32.86,-93.35,0.00
1528745500.00,52125.77,29.31,50.26,32.93,-92.82,0.00
1528746500.00,52124.38,28.77,50.28,32.74,-93.31,0.00
1528747500.00,52125.02,28.39,50.28,32.83,-93.22,0.00
1528748500.00,52124.61,28.15,50.24,32.80,-93.33,0.00
1528749500.00,52125.61,27.65,50.24,32.81,-93.13,0.00
1528750500.00,52125.54,27.55,50.24,32.85,-93.20,0.00
1528751500.00,52126.72,27.56,50.22,32.84,-92.81,0.00
1528752500.00,52125.75,27.16,50.18,32.77,-93.23,0.00
1528753500.00,52127.65,27.35,50.20,32.80,-92.56,0.00
1528754500.00,52126.11,27.20,50.24,32.69,-93.22,0.00
1528755500.00,52127.70,26.88,50.17,32.89,-92.76,0.00
1528756500.00,52128.23,26.93,50.22,32.88,-92.67,0.00
1528757500.00,52127.51,26.61,50.17,32.81,-92.89,0.00
1528758500.00,52127.16,26.71,50.21,32.84,-93.04,0.00
1528759500.00,52126.57,26.41,50.16,32.81,-93.27,0.00
1528760500.00,52127.99,26.54,50.17,32.88,-92.74,0.00
1528761500.00,52128.52,26.56,50.17,32.89,-92.56,0.00
1528762500.00,52127.60,26.41,50.14,32.87,-92.79,0.00
1528763500.00,52127.48,26.32,50.12,32.87,-92.89,0.00
1528764500.00,52127.92,26.43,50.18,32.87,-92.78,0.00
1528765500.00,52128.10,26.66,50.18,32.93,-92.66,0.00
1528766500.00,52126.49,26.71,50.14,32.87,-93.19,0.00
1528767500.00,52129.18,26.63,50.07,33.00,-92.30,0.00
1528768500.00,52129.54,27.00,50.10,32.99,-92.23,0.00
1528769500.00,52128.98,27.38,50.17,32.91,-92.41,0.00
1528770500.00,52129.19,27.41,50.11,32.96,-92.39,0.00
1528771500.00,52127.90,27.59,50.10,32.88,-92.85,0.00
1528772500.00,52126.91,27.60,50.10,32.94,-93.19,0.00
1528773500.00,52127.62,27.55,50.03,32.92,-92.93,0.00
1528774500.00,52127.75,27.56,50.10,32.91,-92.83,0.00
1528775500.00,52128.98,27.81,50.12,32.97,-92.49,0.00
1528776500.00,52128.74,27.88,50.10,32.94,-92.65,0.00
1528777500.00,52129.37,27.96,50.08,33.00,-92.51,0.00
1528778500.00,52129.16,28.24,50.14,32.98,-92.64,0.00
1528779500.00,52128.07,27.99,50.11,32.89,-93.13,0.00
1528780500.00,52127.86,28.31,50.09,32.83,-93.22,0.00
1528781500.00,52129.86,28.99,50.16,32.94,-92.50,0.00
1528782500.00,52128.92,29.13,50.07,32.89,-92.82,0.00
1528783500.00,52129.06,29.45,50.07,32.97,-92.79,0.00
1528784500.00,52128.96,29.91,50.07,32.94,-92.76,0.00
1528785500.00,52129.93,30.10,50.02,33.02,-92.28,0.00
1528786500.00,52130.52,30.96,50.04,33.07,-91.98,0.00
1528787500.00,52129.99,30.88,50.00,33.07,-92.19,0.00
1528788500.00,52128.13,30.94,49.98,33.02,-92.86,0.00
1528789500.00,52128.63,31.06,49.94,33.00,-92.73,0.00
1528790500.00,52129.51,31.69,50.00,33.05,-92.40,0.00
1528791500.00,52128.77,31.73,49.98,33.04,-92.71,0.00
1528792500.00,52129.40,32.10,50.04,33.01,-92.46,0.00
1528793500.00,52129.81,32.21,50.05,33.00,-92.37,0.00
1528794500.00,52130.77,32.26,49.94,33.10,-91.94,0.00
1528795500.00,52131.10,32.51,49.94,33.01,-91.70,0.00
1528796500.00,52130.23,32.23,50.00,32.94,-92.04,0.00
1528797500.00,52131.50,32.21,49.97,33.07,-91.62,0.00
1528798500.00,52131.78,32.25,50.06,33.04,-91.64,0.00
1528799500.00,52130.00,32.17,49.99,32.95,-92.27,0.00
1528800500.00,52132.91,32.10,49.99,33.09,-91.30,0.00
1528801500.00,52132.81,32.15,49.98,33.01,-91.37,0.00
1528802500.00,52133.66,32.36,50.01,33.06,-91.02,0.00
1528803500.00,52131.17,31.94,49.95,32.93,-91.89,0.00
1528804500.00,52131.97,31.75,49.96,32.97,-91.71,0.00
1528805500.00,52132.12,31.64,49.95,32.96,-91.73,0.00
1528806500.00,52134.02,31.37,49.97,33.03,-91.14,0.00
1528807500.00,52134.36,30.94,49.96,33.05,-91.22,0.00
1528808500.00,52134.26,30.85,50.05,32.96,-91.36,0.00
1528809500.00,52133.01,30.17,50.02,32.93,-91.86,0.00
1528810500.00,52134.83,29.74,50.04,33.05,-91.29,0.00
1528811500.00,52134.14,29.25,50.11,32.97,-91.62,0.00
1528812500.00,52133.36,28.33,50.08,32.92,-91.98,0.00
1528813500.00,52134.19,28.15,50.13,32.93,-91.70,0.00
1528814500.00,52134.22,27.48,50.15,32.91,-91.75,0.00
1528815500.00,52134.70,27.10,50.24,32.90,-91.68,0.00
1528816500.00,52133.17,26.46,50.24,32.83,-92.32,0.00
1528817500.00,52133.89,25.79,50.26,32.81,-92.15,0.00
1528818500.00,52137.21,25.19,50.21,32.96,-91.09,0.00
1528819500.00,52136.69,24.30,50.21,32.99,-91.38,0.00
1528820500.00,52136.42,23.80,50.28,32.94,-91.60,0.00
1528821500.00,52135.84,23.44,50.27,32.88,-91.91,0.00
1528822500.00,52136.02,23.10,50.28,32.84,-91.93,0.00
1528823500.00,52137.49,22.78,50.24,32.90,-91.39,0.00
1528824500.00,52138.46,22.33,50.23,32.98,-91.16,0.00
1528825500.00,52136.76,21.97,50.31,32.91,-91.83,0.00
1528826500.00,52138.55,21.72,50.33,32.88,-91.28,0.00
1528827500.00,52138.62,20.96,50.29,32.92,-91.37,0.00
1528828500.00,52138.02,20.22,50.34,32.88,-91.65,0.00
1528829500.00,52139.84,19.71,50.38,32.96,-91.15,0.00
1528830500.00,52139.34,18.92,50.36,32.96,-91.42,0.00
1528831500.00,52141.21,18.04,50.39,32.96,-90.89,0.00
1528832500.00,52140.76,17.26,50.47,32.99,-91.17,0.00
1528833500.00,52140.24,16.35,50.49,32.87,-91.47,0.00
1528834500.00,52142.46,15.59,50.53,33.03,-90.85,0.00
1528835500.00,52143.08,15.01,50.53,33.06,-90.83,0.00
1528836500.00,52141.93,14.05,50.50,32.97,-91.37,0.00
1528837500.00,52143.16,13.35,50.52,33.00,-90.99,0.00
1528838500.00,52141.27,12.78,50.67,32.85,-91.76,0.00
1528839500.00,52141.52,11.94,50.63,33.00,-91.77,0.00
1528840500.00,52141.29,11.17,50.63,32.92,-91.83,0.00
1528841500.00,52142.74,10.78,50.67,32.96,-91.39,0.00
1528842500.00,52144.03,10.40,50.61,33.08,-91.00,0.00
1528843500.00,52143.46,10.14,50.67,33.06,-91.28,0.00
1528844500.00,52143.07,9.90,50.71,33.08,-91.45,0.00
1528845500.00,52143.67,9.55,50.75,33.13,-91.39,0.00
1528846500.00,52143.37,9.45,50.67,33.15,-91.44,0.00
1528847500.00,52144.13,9.52,50.70,33.16,-91.22,0.00
1528848500.00,52144.46,9.47,50.62,33.22,-91.02,0.00
1528849500.00,52143.94,9.77,50.62,33.27,-91.16,0.00
1528850500.00,52143.63,9.85,50.63,33.28,-91.30,0.00
1528851500.00,52143.38,9.97,50.55,33.29,-91.38,0.00
1528852500.00,52143.30,10.56,50.62,33.32,-91.45,0.00
1528853500.00,52142.41,10.82,50.57,33.33,-91.75,0.00
1528854500.00,52144.30,11.32,50.58,33.36,-91.10,0.00
1528855500.00,52143.61,11.62,50.59,33.40,-91.38,0.00
1528856500.00,52141.98,12.29,50.61,33.38,-91.88,0.00
1528857500.00,52142.01,12.36,50.45,33.43,-91.70,0.00
1528858500.00,52142.70,13.26,50.51,33.46,-91.39,0.00
1528859500.00,52142.19,13.54,50.44,33.51,-91.53,0.00
1528860500.00,52141.47,14.07,50.37,33.52,-91.72,0.00
1528861500.00,52142.45,15.22,50.43,33.58,-91.31,0.00
1528862500.00,52143.49,15.86,50.33,33.75,-90.90,0.00
1528863500.00,52141.53,16.98,50.38,33.67,-91.60,0.00
1528864500.00,52141.96,17.48,50.31,33.74,-91.36,0.00
1528865500.00,52140.21,18.10,50.37,33.64,-92.02,0.00
1528866500.00,52142.22,18.61,50.29,33.76,-91.20,0.00
1528867500.00,52141.71,19.26,50.28,33.76,-91.33,0.00
1528868500.00,52142.13,19.89,50.28,33.87,-91.18,0.00
1528869500.00,52141.08,20.85,50.31,33.85,-91.43,0.00
1528870500.00,52141.24,21.14,50.28,33.89,-91.38,0.00
1528871500.00,52141.41,21.69,50.26,33.93,-91.34,0.00
1528872500.00,52139.76,22.62,50.34,33.82,-92.00,0.00
1528873500.00,52141.64,22.99,50.21,33.95,-91.23,0.00
1528874500.00,52141.67,23.42,50.20,34.03,-91.22,0.00
1528875500.00,52140.45,24.18,50.22,33.92,-91.50,0.00
1528876500.00,52140.47,24.69,50.22,33.93,-91.48,0.00
1528877500.00,52141.22,25.15,50.19,33.94,-91.21,0.00
1528878500.00,52141.49,25.42,50.21,34.00,-91.07,0.00
1528879500.00,52141.07,25.90,50.15,33.98,-91.05,0.00
1528880500.00,52143.02,26.30,50.19,34.05,-90.38,0.00
1528881500.00,52140.42,26.65,50.19,33.95,-91.27,0.00
1528882500.00,52140.10,26.93,50.17,33.98,-91.43,0.00
1528883500.00,52140.08,27.15,50.11,34.03,-91.46,0.00
1528884500.00,52140.63,27.65,50.09,34.05,-91.22,0.00
1528885500.00,52140.74,28.31,50.23,34.09,-91.17,0.00
1528886500.00,52139.39,28.55,50.20,34.02,-91.66,0.00
1528887500.00,52140.74,28.57,50.16,34.11,-91.20,0.00
1528888500.00,52140.33,28.81,50.20,34.08,-91.25,0.00
1528889500.00,52139.81,29.00,50.20,34.02,-91.44,0.00
1528890500.00,52144.79,27.55,48.47,33.16,-92.88,0.00
1528891500.00,52156.92,24.60,45.29,31.50,-94.70,0.00
1528892500.00,52155.96,24.63,45.39,31.38,-95.13,0.00
1528893500.00,52157.01,24.17,45.45,31.37,-94.87,0.00
1528894500.00,52157.10,23.48,45.40,31.39,-94.94,0.00
1528895500.00,52156.39,23.16,45.49,31.33,-95.31,0.00
1528896500.00,52157.49,22.80,45.48,31.36,-94.99,0.00
1528897500.00,52156.96,22.10,45.53,31.36,-95.28,0.00
1528898500.00,52155.93,21.28,45.52,31.27,-95.80,0.00
1528899500.00,52156.56,20.11,45.46,31.27,-95.73,0.00
1528900500.00,52156.15,19.37,45.55,31.25,-95.94,0.00
1528901500.00,52156.30,18.19,45.55,31.23,-96.02,0.00
1528902500.00,52157.02,17.30,45.60,31.21,-95.93,0.00
1528903500.00,52156.73,16.25,45.61,31.19,-96.31,0.00
1528904500.00,52157.38,15.31,45.59,31.18,-96.17,0.00
1528905500.00,52157.97,14.70,45.64,31.26,-96.01,0.00
1528906500.00,52158.10,14.42,45.72,31.20,-95.94,0.00
1528907500.00,52157.05,13.60,45.65,31.24,-96.25,0.00
1528908500.00,52157.28,13.02,45.61,31.22,-96.17,0.00
1528909500.00,52157.53,12.89,45.69,31.23,-96.16,0.00
1528910500.00,52155.99,12.46,45.69,31.11,-96.70,0.00
1528911500.00,52156.89,12.31,45.71,31.17,-96.38,0.00
1528912500.00,52157.53,12.03,45.68,31.25,-96.16,0.00
1528913500.00,52156.76,12.17,45.73,31.25,-96.47,0.00
1528914500.00,52157.58,11.78,45.73,31.27,-96.25,0.00
1528915500.00,52157.34,11.54,45.69,31.28,-96.37,0.00
1528916500.00,52157.38,11.32,45.69,31.33,-96.34,0.00
1528917500.00,52158.63,11.46,45.79,31.37,-95.95,0.00
1528918500.00,52158.26,11.33,45.81,31.41,-96.14,0.00
1528919500.00,52157.82,10.98,45.83,31.34,-96.35,0.00
1528920500.00,52157.20,10.79,45.90,31.38,-96.63,0.00
1528921500.00,52158.89,10.76,46.09,31.32,-96.27,0.00
1528922500.00,52160.20,10.81,46.30,31.28,-96.11,0.00
1528923500.00,52160.85,10.92,46.33,31.32,-95.93,0.00
1528924500.00,52159.84,10.75,46.31,31.28,-96.26,0.00
1528925500.00,52159.21,10.87,46.45,31.24,-96.56,0.00
1528926500.00,52160.09,10.49,46.45,31.32,-96.35,0.00
1528927500.00,52160.86,10.30,46.48,31.38,-96.09,0.00
1528928500.00,52159.22,10.55,46.61,31.32,-96.67,0.00
1528929500.00,52159.34,10.58,46.60,31.33,-96.67,0.00
1528930500.00,52160.70,10.33,46.57,31.44,-96.19,0.00
1528931500.00,52161.12,10.19,46.65,31.52,-96.14,0.00
1528932500.00,52161.20,10.04,46.63,31.51,-96.19,0.00
1528933500.00,52161.24,9.89,46.67,31.50,-96.20,0.00
1528934500.00,52160.16,9.61,46.68,31.54,-96.66,0.00
1528935500.00,52161.23,9.60,46.67,31.59,-96.21,0.00
1528936500.00,52162.07,9.86,46.72,31.63,-95.93,0.00
1528937500.00,52160.30,10.05,46.72,31.61,-96.56,0.00
1528938500.00,52161.18,10.65,46.72,31.65,-96.27,0.00
1528939500.00,52162.25,11.65,46.73,31.65,-95.85,0.00
1528940500.00,52162.29,12.55,46.70,31.77,-95.90,0.00
1528941500.00,52162.07,13.66,46.62,31.74,-95.83,0.00
1528942500.00,52161.20,14.41,46.57,31.79,-95.98,0.00
1528943500.00,52160.49,15.56,46.56,31.82,-96.03,0.00
1528944500.00,52159.93,16.78,46.52,31.87,-96.07,0.00
1528945500.00,52159.23,17.98,46.43,31.89,-96.15,0.00
1528946500.00,52158.90,19.23,46.39,31.97,-96.05,0.00
1528947500.00,52160.05,20.47,46.34,32.02,-95.48,0.00
1528948500.00,52158.70,21.95,46.38,32.04,-95.85,0.00
1528949500.00,52159.80,22.80,46.24,32.12,-95.28,0.00
1528950500.00,52159.21,23.90,46.13,32.12,-95.41,0.00
1528951500.00,52159.70,24.90,46.13,32.16,-95.19,0.00
1528952500.00,52158.01,25.70,46.07,32.19,-95.67,0.00
1528953500.00,52157.84,27.04,46.11,32.21,-95.70,0.00
1528954500.00,52158.06,28.06,46.06,32.28,-95.52,0.00
1528955500.00,52159.18,29.31,46.00,32.35,-95.05,0.00
1528956500.00,52155.75,30.18,45.99,32.22,-96.10,0.00
1528957500.00,52157.19,31.22,45.98,32.34,-95.54,0.00
1528958500.00,52156.89,32.15,45.94,32.42,-95.53,0.00
1528959500.00,52157.86,33.33,46.03,32.44,-95.09,0.00
1528960500.00,52156.74,34.13,46.01,32.35,-95.31,0.00
