,m1,m2,m3,m4,m5,m6
1525325500.00,51993.16,0.92,40.44,24.54,-84.06,0.00
1525326500.00,51993.29,2.48,40.48,24.50,-84.25,0.00
1525327500.00,51994.39,3.68,40.44,24.53,-84.10,0.00
1525328500.00,51994.12,4.68,40.43,24.63,-83.96,0.00
1525329500.00,51993.93,5.54,40.48,24.65,-83.75,0.00
1525330500.00,51992.57,5.94,40.50,24.73,-83.79,0.00
1525331500.00,51990.55,5.81,40.64,24.68,-83.77,0.00
1525332500.00,51989.67,5.33,40.51,24.78,-83.59,0.00
1525333500.00,51989.01,6.04,40.63,24.75,-83.86,0.00
1525334500.00,51986.36,6.16,40.63,24.74,-84.25,0.00
1525335500.00,51985.34,5.99,40.69,24.74,-84.05,0.00
1525336500.00,51985.41,6.47,40.72,24.73,-84.04,0.00
1525337500.00,51985.19,7.63,40.74,24.69,-84.40,0.00
1525338500.00,51986.90,8.53,40.72,24.79,-83.92,0.00
1525339500.00,51985.97,8.60,40.76,24.82,-83.90,0.00
1525340500.00,51984.61,8.47,40.87,24.82,-83.88,0.00
1525341500.00,51985.20,8.96,40.94,24.84,-83.65,0.00
1525342500.00,51986.67,10.46,40.97,24.86,-83.39,0.00
1525343500.00,51984.87,11.14,41.04,24.83,-84.11,0.00
1525344500.00,51985.13,11.73,41.12,24.91,-83.82,0.00
1525345500.00,51983.04,10.81,41.12,24.86,-83.98,0.00
1525346500.00,51983.59,10.77,41.08,24.87,-83.70,0.00
1525347500.00,51983.04,11.67,41.14,24.84,-84.15,0.00
1525348500.00,51984.47,12.46,41.03,24.87,-83.67,0.00
1525349500.00,51980.79,11.69,41.10,24.80,-84.51,0.00
1525350500.00,51980.28,11.73,41.24,24.89,-84.31,0.00
1525351500.00,51979.98,12.06,41.16,24.84,-84.41,0.00
1525352500.00,51979.54,12.45,41.17,24.82,-84.62,0.00
1525353500.00,51978.94,11.81,41.22,24.89,-84.46,0.00
1525354500.00,51979.77,11.56,41.15,24.88,-83.92,0.00
1525355500.00,51978.25,11.21,41.20,24.81,-84.45,0.00
1525356500.00,51978.01,10.81,41.29,24.83,-84.36,0.00
1525357500.00,51979.36,10.63,41.22,24.81,-84.13,0.00
1525358500.00,51979.59,10.18,41.16,24.84,-84.28,0.00
1525359500.00,51977.92,9.24,41.27,24.81,-84.71,0.00
1525360500.00,51975.77,7.24,41.41,24.79,-84.97,0.00
1525361500.00,51977.68,5.67,41.43,24.81,-84.33,0.00
1525362500.00,51978.86,4.99,41.43,24.80,-84.29,0.00
1525363500.00,51980.44,4.39,41.42,24.79,-84.13,0.00
1525364500.00,51979.23,2.84,41.51,24.81,-84.35,0.00
1525365500.00,51974.08,0.65,41.67,24.79,-84.96,0.00
1525366500.00,51974.77,-0.49,41.67,24.75,-84.73,0.00
1525367500.00,51977.14,-0.99,41.74,24.82,-84.53,0.00
1525368500.00,51975.22,-2.27,41.82,24.69,-85.12,0.00
1525369500.00,51976.38,-3.75,41.82,24.82,-84.43,0.00
1525370500.00,51976.05,-4.30,42.00,24.76,-84.83,0.00
1525371500.00,51977.08,-4.66,41.91,24.66,-84.89,0.00
1525372500.00,51978.33,-5.15,42.02,24.77,-84.52,0.00
1525373500.00,51991.27,-6.45,42.14,24.78,-84.93,0.00
1525374500.00,52001.84,-7.42,42.19,24.78,-84.95,0.00
1525375500.00,51980.06,-7.06,42.27,24.76,-84.70,0.00
1525376500.00,51979.18,-7.52,42.12,24.85,-84.46,0.00
1525377500.00,51978.26,-7.85,42.26,24.87,-84.64,0.00
1525378500.00,51555.15,-6.65,39.91,29.69,-100.15,0.00
1525379500.00,51981.59,-8.16,42.41,25.00,-83.55,0.00
1525380500.00,51981.72,-7.74,42.42,24.93,-83.83,0.00
1525381500.00,51982.10,-7.50,42.32,24.92,-83.93,0.00
1525382500.00,51982.27,-6.84,42.36,24.99,-84.04,0.00
1525383500.00,51981.43,-6.78,42.36,25.07,-84.24,0.00
1525384500.00,51979.90,-6.02,42.48,25.05,-84.16,0.00
1525385500.00,51979.96,-5.33,42.50,25.07,-84.02,0.00
1525386500.00,51978.30,-5.33,42.40,25.11,-84.61,0.00
1525387500.00,51978.29,-4.66,42.48,25.13,-84.62,0.00
1525388500.00,51977.42,-4.34,42.50,25.15,-84.69,0.00
1525389500.00,51976.14,-4.29,42.66,25.20,-84.60,0.00
1525390500.00,51976.48,-4.38,42.70,25.24,-83.99,0.00
1525391500.00,51976.12,-3.60,42.68,25.26,-84.37,0.00
1525392500.00,51976.85,-2.42,42.65,25.25,-84.45,0.00
1525393500.00,51977.75,-1.36,42.60,25.30,-84.31,0.00
1525394500.00,51978.37,-0.22,42.57,25.33,-84.34,0.00
1525395500.00,51979.51,0.77,42.52,25.37,-83.96,0.00
1525396500.00,51977.49,1.69,42.60,25.35,-84.55,0.00
1525397500.00,51977.43,2.36,42.63,25.44,-84.47,0.00
1525398500.00,51976.38,3.12,42.65,25.41,-84.72,0.00
1525399500.00,51977.69,4.05,42.65,25.52,-84.11,0.00
1525400500.00,51976.81,4.63,42.70,25.52,-84.36,0.00
1525401500.00,51976.59,5.49,42.68,25.50,-84.31,0.00
1525402500.00,51974.76,5.49,42.67,25.52,-84.73,0.00
1525403500.00,51975.27,6.22,42.72,25.55,-84.44,0.00
1525404500.00,51975.01,6.63,42.72,25.62,-84.40,0.00
1525405500.00,51973.58,7.22,42.72,25.55,-84.67,0.00
1525406500.00,51973.47,7.98,42.79,25.60,-84.46,0.00
1525407500.00,51973.81,8.52,42.83,25.68,-84.10,0.00
1525408500.00,51972.66,8.46,42.89,25.60,-84.12,0.00
1525409500.00,51970.95,7.87,43.05,25.56,-84.11,0.00
1525410500.00,51969.92,7.70,43.00,25.58,-84.32,0.00
1525411500.00,51970.51,8.55,43.00,25.56,-84.40,0.00
1525412500.00,51973.96,9.74,43.02,25.74,-83.45,0.00
1525413500.00,51973.46,10.39,43.05,25.71,-83.66,0.00
1525414500.00,51973.49,10.89,43.10,25.74,-83.54,0.00
1525415500.00,51972.32,11.57,43.22,25.73,-83.81,0.00
1525416500.00,51970.14,12.14,43.27,25.67,-84.33,0.00
1525417500.00,51970.46,12.70,43.37,25.74,-83.98,0.00
1525418500.00,51970.39,12.42,43.18,25.76,-83.77,0.00
1525419500.00,51969.48,12.69,43.25,25.76,-83.90,0.00
1525420500.00,51968.43,12.82,43.30,25.70,-84.00,0.00
1525421500.00,51967.56,13.22,43.41,25.71,-84.16,0.00
1525422500.00,51967.56,13.51,43.42,25.76,-84.00,0.00
1525423500.00,51968.27,13.48,43.47,25.71,-83.71,0.00
1525424500.00,51966.22,13.54,43.50,25.71,-84.23,0.00
1525425500.00,51964.59,13.18,43.36,25.70,-84.61,0.00
1525426500.00,51965.81,13.24,43.46,25.82,-83.98,0.00
1525427500.00,51964.19,12.77,43.51,25.77,-84.08,0.00
1525428500.00,51962.82,12.23,43.64,25.77,-84.30,0.00
1525429500.00,51965.12,12.24,43.53,25.87,-83.72,0.00
1525430500.00,51966.38,13.12,43.55,25.81,-83.66,0.00
1525431500.00,51967.57,14.07,43.58,25.88,-83.38,0.00
1525432500.00,51966.43,14.25,43.54,25.86,-83.75,0.00
1525433500.00,51965.47,14.95,43.63,25.84,-83.93,0.00
1525434500.00,51964.14,15.08,43.54,25.80,-84.17,0.00
1525435500.00,51962.62,15.19,43.51,25.79,-84.58,0.00
1525436500.00,51957.21,14.80,43.56,25.82,-84.95,0.00
1525437500.00,51955.82,14.95,43.59,25.80,-85.20,0.00
1525438500.00,51954.46,14.72,43.60,25.81,-85.56,0.00
1525439500.00,51953.66,15.05,43.57,25.72,-85.64,0.00
1525440500.00,51954.03,15.51,43.71,25.75,-85.43,0.00
1525441500.00,51954.11,15.32,43.60,25.70,-85.39,0.00
1525442500.00,51953.65,15.26,43.71,25.66,-85.50,0.00
1525443500.00,51953.88,15.34,43.59,25.78,-85.28,0.00
1525444500.00,51952.18,15.01,43.55,25.69,-85.78,0.00
1525445500.00,51953.26,15.55,43.61,25.75,-85.39,0.00
1525446500.00,51950.48,15.25,43.68,25.67,-86.34,0.00
1525447500.00,51951.25,15.29,43.57,25.71,-85.95,0.00
1525448500.00,51949.79,14.95,43.62,25.69,-86.40,0.00
1525449500.00,51950.01,14.35,43.67,25.77,-86.18,0.00
1525450500.00,51948.12,13.33,43.67,25.76,-86.25,0.00
1525451500.00,51945.50,12.37,43.86,25.80,-86.23,0.00
1525452500.00,51945.30,12.04,43.79,25.78,-86.49,0.00
1525453500.00,51946.25,12.10,43.65,25.76,-86.51,0.00
1525454500.00,51947.13,12.50,43.68,25.73,-86.54,0.00
1525455500.00,51949.09,12.04,43.60,25.84,-85.97,0.00
1525456500.00,51946.85,11.29,43.61,25.71,-86.86,0.00
1525457500.00,51948.75,10.72,43.61,25.75,-86.25,0.00
1525458500.00,51947.59,10.05,43.65,25.74,-86.70,0.00
1525459500.00,51948.21,9.14,43.67,25.80,-86.51,0.00
1525460500.00,51947.38,8.80,43.84,25.69,-86.90,0.00
1525461500.00,51949.26,7.70,43.77,25.80,-86.24,0.00
1525462500.00,51949.72,7.26,43.91,25.77,-86.17,0.00
1525463500.00,51949.60,6.63,43.91,25.74,-86.30,0.00
1525464500.00,51949.43,5.68,44.02,25.80,-86.36,0.00
1525465500.00,51949.59,5.22,44.06,25.78,-86.39,0.00
1525466500.00,51949.40,4.66,44.16,25.80,-86.52,0.00
1525467500.00,51949.01,3.99,44.28,25.81,-86.54,0.00
1525468500.00,51948.60,2.78,44.32,25.72,-86.28,0.00
1525469500.00,51948.04,1.88,44.42,25.71,-86.43,0.00
1525470500.00,51950.91,2.29,44.54,25.68,-85.76,0.00
1525471500.00,51952.22,2.26,44.62,25.79,-85.59,0.00
1525472500.00,51952.38,1.83,44.62,25.81,-85.75,0.00
1525473500.00,51952.40,2.14,44.71,25.70,-86.02,0.00
1525474500.00,51954.51,1.49,44.57,25.89,-85.30,0.00
1525475500.00,51952.41,1.19,44.63,25.72,-86.10,0.00
1525476500.00,51951.68,1.40,44.77,25.73,-86.34,0.00
1525477500.00,51953.88,1.47,44.74,25.83,-85.59,0.00
1525478500.00,51951.53,1.17,44.76,25.79,-86.47,0.00
1525479500.00,51952.23,1.50,44.83,25.86,-86.15,0.00
1525480500.00,51953.27,1.72,44.68,25.87,-85.72,0.00
1525481500.00,51953.04,2.19,44.76,25.94,-85.81,0.00
1525482500.00,51952.09,2.75,44.75,25.83,-86.14,0.00
1525483500.00,51951.75,3.12,44.69,25.88,-86.23,0.00
1525484500.00,51951.58,3.73,44.61,25.92,-86.22,0.00
1525485500.00,51953.29,4.42,44.62,26.15,-85.46,0.00
1525486500.00,51952.23,6.13,44.63,26.03,-85.83,0.00
1525487500.00,51951.05,7.09,44.56,26.00,-86.24,0.00
1525488500.00,51950.98,8.41,44.53,25.97,-86.20,0.00
1525489500.00,51950.42,9.63,44.50,26.08,-86.34,0.00
1525490500.00,51949.50,11.27,44.55,26.11,-86.43,0.00
1525491500.00,51948.43,12.23,44.48,26.13,-86.45,0.00
1525492500.00,51947.77,13.62,44.38,26.10,-86.49,0.00
1525493500.00,51947.00,14.41,44.43,26.18,-86.62,0.00
1525494500.00,51945.66,15.68,44.45,26.03,-86.99,0.00
1525495500.00,51947.01,16.56,44.42,26.15,-86.33,0.00
1525496500.00,51946.58,16.80,44.37,26.26,-86.29,0.00
1525497500.00,51946.74,17.87,44.42,26.23,-86.25,0.00
1525498500.00,51946.95,19.03,44.38,26.27,-85.83,0.00
1525499500.00,51944.98,19.92,44.37,26.30,-86.21,0.00
1525500500.00,51942.53,20.39,44.37,26.23,-86.79,0.00
1525501500.00,51941.96,21.45,44.40,26.28,-86.80,0.00
1525502500.00,51942.92,22.18,44.42,26.28,-86.28,0.00
1525503500.00,51941.06,23.01,44.43,26.23,-86.62,0.00
1525504500.00,51939.55,23.50,44.46,26.22,-87.02,0.00
1525505500.00,51939.72,24.31,44.51,26.26,-86.82,0.00
1525506500.00,51939.22,24.89,44.50,26.31,-86.83,0.00
1525507500.00,51938.99,25.48,44.49,26.20,-86.71,0.00
1525508500.00,51939.63,26.05,44.52,26.29,-86.42,0.00
1525509500.00,51940.20,26.98,44.46,26.25,-86.06,0.00
1525510500.00,51939.34,27.49,44.51,26.25,-86.19,0.00
1525511500.00,51937.89,27.74,44.50,26.26,-86.52,0.00
1525512500.00,51937.64,28.39,44.46,26.21,-86.47,0.00
1525513500.00,51936.02,28.84,44.45,26.16,-86.82,0.00
1525514500.00,51936.90,29.71,44.50,26.24,-86.41,0.00
1525515500.00,51935.38,29.79,44.60,26.25,-86.67,0.00
1525516500.00,51934.89,30.31,44.59,26.22,-86.72,0.00
1525517500.00,51936.03,30.76,44.59,26.23,-86.13,0.00
1525518500.00,51933.17,31.31,44.56,26.08,-87.10,0.00
1525519500.00,51934.30,31.39,44.58,26.16,-86.57,0.00
1525520500.00,51934.12,31.29,44.53,26.21,-86.52,0.00
1525521500.00,51932.41,31.40,44.59,26.05,-86.98,0.00
1525522500.00,51931.93,30.89,44.64,26.09,-87.01,0.00
1525523500.00,51933.37,30.20,44.65,26.23,-86.49,0.00
1525524500.00,51931.73,29.08,44.65,26.05,-87.00,0.00
1525525500.00,51931.03,27.87,44.66,26.01,-87.07,0.00
1525526500.00,51932.08,26.17,44.68,26.04,-86.87,0.00
1525527500.00,51934.68,24.69,44.66,26.02,-86.23,0.00
1525528500.00,51932.23,22.97,44.69,25.87,-87.21,0.00
1525529500.00,51934.38,21.01,44.62,25.93,-86.43,0.00
1525530500.00,51934.81,18.98,44.55,25.92,-86.48,0.00
1525531500.00,51935.62,17.30,44.70,25.93,-86.39,0.00
1525532500.00,51935.51,14.98,44.64,25.85,-86.56,0.00
1525533500.00,51936.50,13.18,44.72,25.92,-86.56,0.00
1525534500.00,51937.37,11.77,44.71,25.84,-86.40,0.00
1525535500.00,51937.15,10.27,44.64,25.70,-86.79,0.00
1525536500.00,51941.10,8.60,44.73,25.89,-85.80,0.00
1525537500.00,51940.22,7.27,44.80,25.81,-86.48,0.00
1525538500.00,51943.22,6.26,44.77,25.90,-85.77,0.00
1525539500.00,51943.64,4.95,44.75,25.86,-85.92,0.00
