,m1,m2,m3,m4,m5,m6
1524842500.00,52071.28,-31.70,22.00,16.46,-74.32,0.00
1524843500.00,52072.94,-32.30,21.96,16.52,-74.03,0.00
1524844500.00,52072.99,-32.60,22.03,16.55,-74.16,0.00
1524845500.00,52072.64,-33.01,22.05,16.57,-74.52,0.00
1524846500.00,52075.20,-33.04,21.93,16.61,-73.91,0.00
1524847500.00,52073.10,-33.24,22.06,16.53,-74.94,0.00
1524848500.00,52077.28,-32.89,22.05,16.61,-73.78,0.00
1524849500.00,52075.96,-33.71,21.98,16.60,-74.46,0.00
1524850500.00,52078.16,-33.74,22.05,16.69,-73.83,0.00
1524851500.00,52078.29,-34.10,22.10,16.71,-74.00,0.00
1524852500.00,52078.97,-34.53,22.07,16.71,-73.93,0.00
1524853500.00,52078.96,-35.02,22.18,16.69,-74.18,0.00
1524854500.00,52080.01,-35.79,22.28,16.80,-73.96,0.00
1524855500.00,52081.34,-36.57,22.23,16.85,-73.59,0.00
1524856500.00,52082.53,-37.25,22.30,16.86,-73.33,0.00
1524857500.00,52082.16,-38.17,22.36,16.87,-73.55,0.00
1524858500.00,52081.47,-39.31,22.49,16.97,-73.91,0.00
1524859500.00,52082.27,-39.96,22.54,16.95,-73.74,0.00
1524860500.00,52083.59,-41.01,22.63,17.05,-73.40,0.00
1524861500.00,52084.66,-41.53,22.84,17.03,-73.24,0.00
1524862500.00,52084.34,-42.09,22.81,17.05,-73.50,0.00
1524863500.00,52084.89,-42.33,22.87,17.11,-73.43,0.00
1524864500.00,52084.03,-41.81,22.97,16.99,-73.83,0.00
1524865500.00,52085.08,-41.02,22.92,17.12,-73.36,0.00
1524866500.00,52083.98,-40.00,22.99,17.16,-73.86,0.00
1524867500.00,52086.03,-38.89,22.95,17.29,-73.20,0.00
1524868500.00,52085.97,-38.14,22.96,17.42,-73.16,0.00
1524869500.00,52086.42,-36.31,22.88,17.41,-72.89,0.00
1524870500.00,52084.65,-34.05,22.98,17.36,-73.47,0.00
1524871500.00,52085.86,-31.70,22.95,17.51,-73.06,0.00
1524872500.00,52085.68,-29.49,22.96,17.52,-73.00,0.00
1524873500.00,52084.53,-27.32,22.93,17.60,-73.15,0.00
1524874500.00,52083.37,-25.61,22.90,17.67,-73.34,0.00
1524875500.00,52079.87,-24.75,22.92,17.68,-74.39,0.00
1524876500.00,52080.64,-23.39,22.97,17.74,-73.89,0.00
1524877500.00,52080.69,-22.45,22.94,17.77,-73.80,0.00
1524878500.00,52080.70,-21.17,23.02,17.79,-73.58,0.00
1524879500.00,52077.83,-20.45,23.00,17.78,-74.40,0.00
1524880500.00,52077.03,-19.32,22.96,17.80,-74.55,0.00
1524881500.00,52077.25,-17.88,23.14,17.93,-74.39,0.00
1524882500.00,52076.57,-17.10,23.06,17.89,-74.55,0.00
1524883500.00,52074.87,-16.34,23.14,17.84,-75.02,0.00
1524884500.00,52074.44,-15.55,23.08,17.88,-75.09,0.00
1524885500.00,52074.81,-14.55,23.10,17.95,-74.90,0.00
1524886500.00,52074.31,-13.62,23.13,17.95,-74.96,0.00
1524887500.00,52074.81,-12.98,23.14,18.02,-74.72,0.00
1524888500.00,52072.78,-12.13,23.19,17.93,-75.27,0.00
1524889500.00,52071.57,-11.42,23.26,17.92,-75.60,0.00
1524890500.00,52073.77,-11.02,23.19,18.05,-74.73,0.00
1524891500.00,52072.10,-10.36,23.28,17.95,-75.31,0.00
1524892500.00,52071.14,-9.97,23.32,17.92,-75.51,0.00
1524893500.00,52071.18,-9.67,23.33,17.95,-75.37,0.00
1524894500.00,52072.29,-9.42,23.27,18.03,-74.84,0.00
1524895500.00,52069.88,-9.26,23.39,17.92,-75.54,0.00
1524896500.00,52070.18,-8.79,23.47,17.92,-75.40,0.00
1524897500.00,52070.47,-8.65,23.48,18.01,-75.17,0.00
1524898500.00,52069.73,-8.42,23.54,17.94,-75.35,0.00
1524899500.00,52069.29,-8.37,23.45,17.93,-75.41,0.00
1524900500.00,52068.57,-7.56,23.60,17.87,-75.58,0.00
1524901500.00,52068.12,-7.39,23.65,17.98,-75.66,0.00
1524902500.00,52068.09,-7.11,23.63,17.96,-75.67,0.00
1524903500.00,52067.68,-6.91,23.61,17.99,-75.74,0.00
1524904500.00,52067.60,-6.55,23.62,18.01,-75.61,0.00
1524905500.00,52066.83,-6.11,23.67,17.98,-75.82,0.00
1524906500.00,52066.59,-5.91,23.61,17.96,-75.86,0.00
1524907500.00,52065.96,-5.47,23.67,18.00,-76.01,0.00
1524908500.00,52066.53,-4.91,23.72,17.96,-75.74,0.00
1524909500.00,52065.58,-4.75,23.74,17.96,-75.97,0.00
1524910500.00,52065.94,-4.51,23.73,17.95,-75.86,0.00
1524911500.00,52064.48,-4.45,23.75,17.91,-76.28,0.00
1524912500.00,52065.96,-4.13,23.74,17.91,-75.69,0.00
1524913500.00,52064.73,-4.03,23.79,17.86,-76.15,0.00
1524914500.00,52067.08,-3.98,23.71,17.99,-75.37,0.00
1524915500.00,52064.07,-3.76,23.82,17.88,-76.26,0.00
1524916500.00,52064.15,-3.61,23.87,17.88,-76.12,0.00
1524917500.00,52062.83,-3.86,23.93,17.84,-76.62,0.00
1524918500.00,52062.85,-4.27,24.00,17.82,-76.64,0.00
1524919500.00,52063.66,-4.96,23.93,17.86,-76.41,0.00
1524920500.00,52062.76,-5.80,24.02,17.89,-76.74,0.00
1524921500.00,52064.69,-6.71,24.04,17.90,-76.19,0.00
1524922500.00,52064.84,-7.86,24.17,17.80,-76.50,0.00
1524923500.00,52066.47,-9.61,24.13,17.85,-76.06,0.00
1524924500.00,52065.23,-11.20,24.23,17.76,-76.60,0.00
1524925500.00,52064.33,-13.11,24.30,17.71,-76.88,0.00
1524926500.00,52065.56,-14.73,24.41,17.79,-76.52,0.00
1524927500.00,52066.81,-16.37,24.35,17.83,-76.19,0.00
1524928500.00,52066.11,-17.48,24.44,17.75,-76.55,0.00
1524929500.00,52067.57,-18.49,24.49,17.80,-76.26,0.00
1524930500.00,52066.59,-19.64,24.45,17.68,-76.61,0.00
1524931500.00,52066.87,-20.07,24.55,17.76,-76.67,0.00
1524932500.00,52068.08,-20.74,24.55,17.75,-76.27,0.00
1524933500.00,52068.31,-21.69,24.67,17.84,-76.47,0.00
1524934500.00,52068.03,-22.83,24.66,17.81,-76.81,0.00
1524935500.00,52068.46,-21.92,24.47,17.68,-76.65,0.00
1524936500.00,52069.92,-20.90,24.49,17.76,-76.31,0.00
1524937500.00,52070.02,-20.67,24.43,17.85,-76.34,0.00
1524938500.00,52069.11,-20.95,24.55,17.87,-76.77,0.00
1524939500.00,52069.74,-21.03,24.63,17.83,-76.76,0.00
1524940500.00,52071.16,-21.86,24.54,17.94,-76.38,0.00
1524941500.00,52071.42,-21.86,24.63,17.94,-76.39,0.00
1524942500.00,52071.91,-22.40,24.69,18.00,-76.36,0.00
1524943500.00,52071.64,-23.28,24.69,18.02,-76.58,0.00
1524944500.00,52073.51,-23.52,24.72,18.00,-76.10,0.00
1524945500.00,52073.40,-24.03,24.76,18.04,-76.35,0.00
1524946500.00,52074.53,-24.33,24.79,18.12,-76.03,0.00
1524947500.00,52071.30,-24.69,24.84,17.99,-77.20,0.00
1524948500.00,52073.69,-24.97,24.81,18.12,-76.48,0.00
1524949500.00,52073.32,-24.77,24.92,18.10,-76.71,0.00
1524950500.00,52074.09,-24.35,24.94,18.11,-76.37,0.00
1524951500.00,52073.00,-24.29,24.97,18.16,-76.73,0.00
1524952500.00,52072.40,-24.06,25.06,18.17,-76.89,0.00
1524953500.00,52072.44,-23.93,25.16,18.31,-76.83,0.00
1524954500.00,52072.51,-24.09,25.24,18.30,-76.82,0.00
1524955500.00,52071.61,-24.27,25.20,18.25,-77.11,0.00
1524956500.00,52070.58,-24.29,25.26,18.31,-77.44,0.00
1524957500.00,52072.18,-23.82,25.36,18.42,-76.84,0.00
1524958500.00,52070.87,-23.76,25.37,18.32,-77.19,0.00
1524959500.00,52069.36,-23.62,25.43,18.33,-77.67,0.00
1524960500.00,52071.04,-23.27,25.39,18.44,-76.95,0.00
1524961500.00,52069.28,-22.91,25.40,18.35,-77.55,0.00
1524962500.00,52069.32,-22.33,25.41,18.40,-77.48,0.00
1524963500.00,52070.18,-21.62,25.43,18.55,-77.14,0.00
1524964500.00,52068.63,-20.79,25.44,18.50,-77.57,0.00
1524965500.00,52068.43,-19.74,25.41,18.55,-77.47,0.00
1524966500.00,52068.13,-18.80,25.37,18.57,-77.45,0.00
1524967500.00,52067.44,-17.50,25.38,18.59,-77.57,0.00
1524968500.00,52066.43,-16.38,25.31,18.62,-77.73,0.00
1524969500.00,52066.22,-15.07,25.31,18.66,-77.69,0.00
1524970500.00,52065.53,-13.61,25.37,18.78,-77.75,0.00
1524971500.00,52064.20,-12.36,25.31,18.72,-78.09,0.00
1524972500.00,52064.19,-10.94,25.30,18.68,-77.94,0.00
1524973500.00,52063.24,-9.96,25.32,18.69,-78.13,0.00
1524974500.00,52063.37,-8.66,25.29,18.72,-77.93,0.00
1524975500.00,52062.50,-7.93,25.22,18.76,-78.14,0.00
1524976500.00,52060.74,-6.97,25.25,18.70,-78.61,0.00
1524977500.00,52060.25,-6.10,25.26,18.74,-78.64,0.00
1524978500.00,52060.65,-5.11,25.22,18.74,-78.36,0.00
1524979500.00,52059.27,-3.91,25.23,18.74,-78.57,0.00
1524980500.00,52058.82,-3.39,25.26,18.83,-78.64,0.00
1524981500.00,52058.42,-2.71,25.17,18.77,-78.66,0.00
1524982500.00,52059.76,-1.65,25.19,18.79,-78.15,0.00
1524983500.00,52057.12,-1.21,25.12,18.78,-78.88,0.00
1524984500.00,52057.20,0.09,25.20,18.82,-78.68,0.00
1524985500.00,52055.66,0.26,25.20,18.76,-79.06,0.00
1524986500.00,52056.09,0.96,25.21,18.88,-78.79,0.00
1524987500.00,52055.48,1.67,25.25,18.81,-78.91,0.00
1524988500.00,52056.54,2.27,25.33,18.89,-78.42,0.00
1524989500.00,52055.26,2.92,25.29,18.78,-78.69,0.00
1524990500.00,52053.94,3.04,25.29,18.74,-79.06,0.00
1524991500.00,52053.51,3.62,25.39,18.78,-79.16,0.00
1524992500.00,52052.02,4.29,25.29,18.65,-79.48,0.00
1524993500.00,52053.00,4.48,25.26,18.71,-79.13,0.00
1524994500.00,52052.21,4.92,25.33,18.67,-79.38,0.00
1524995500.00,52052.58,5.25,25.22,18.66,-79.19,0.00
1524996500.00,52053.76,6.13,25.24,18.62,-79.19,0.00
1524997500.00,52053.13,6.81,25.17,18.61,-79.23,0.00
1524998500.00,52054.33,7.33,25.24,18.69,-78.93,0.00
1524999500.00,52052.12,7.67,25.31,18.56,-79.40,0.00
1525000500.00,52053.09,7.84,25.25,18.65,-78.85,0.00
1525001500.00,52053.02,7.72,25.31,18.69,-78.74,0.00
1525002500.00,52049.93,7.09,25.34,18.56,-79.72,0.00
1525003500.00,52049.89,6.29,25.38,18.48,-79.68,0.00
1525004500.00,52051.39,5.35,25.46,18.63,-79.29,0.00
1525005500.00,52050.85,4.22,25.45,18.52,-79.58,0.00
1525006500.00,52052.26,2.69,25.52,18.56,-79.25,0.00
1525007500.00,52052.04,0.97,25.53,18.49,-79.49,0.00
1525008500.00,52055.11,-0.74,25.66,18.57,-78.63,0.00
1525009500.00,52054.62,-2.76,25.74,18.41,-78.96,0.00
1525010500.00,52053.77,-4.79,25.84,18.35,-79.39,0.00
1525011500.00,52054.92,-6.51,25.89,18.41,-78.96,0.00
1525012500.00,52054.31,-8.53,25.89,18.33,-79.16,0.00
1525013500.00,52054.43,-10.02,25.93,18.28,-79.28,0.00
1525014500.00,52056.97,-10.06,25.81,18.35,-78.51,0.00
1525015500.00,52053.89,-10.47,25.84,18.21,-79.60,0.00
1525016500.00,52055.79,-10.91,25.87,18.29,-79.06,0.00
1525017500.00,52056.07,-12.19,25.87,18.36,-78.86,0.00
1525018500.00,52055.34,-13.25,25.97,18.33,-79.15,0.00
1525019500.00,52056.71,-14.19,25.97,18.39,-78.93,0.00
1525020500.00,52057.75,-14.82,26.02,18.35,-78.78,0.00
1525021500.00,52058.20,-15.80,26.12,18.39,-78.79,0.00
1525022500.00,52060.22,-16.82,26.08,18.39,-78.24,0.00
1525023500.00,52060.55,-17.41,26.14,18.44,-78.35,0.00
1525024500.00,52060.22,-18.16,26.13,18.39,-78.69,0.00
1525025500.00,52061.98,-18.35,26.23,18.49,-78.33,0.00
1525026500.00,52061.67,-19.08,26.17,18.40,-78.51,0.00
1525027500.00,52062.39,-19.63,26.27,18.53,-78.50,0.00
1525028500.00,52063.73,-20.23,26.19,18.55,-78.18,0.00
1525029500.00,52064.10,-20.71,26.28,18.50,-78.16,0.00
1525030500.00,52065.33,-20.99,26.32,18.57,-77.88,0.00
1525031500.00,52066.15,-21.65,26.29,18.56,-77.76,0.00
1525032500.00,52065.13,-22.00,26.35,18.56,-78.15,0.00
1525033500.00,52065.25,-22.66,26.41,18.66,-78.18,0.00
1525034500.00,52065.44,-22.86,26.52,18.61,-78.12,0.00
1525035500.00,52065.21,-23.56,26.61,18.62,-78.27,0.00
1525036500.00,52065.67,-24.32,26.62,18.66,-78.07,0.00
1525037500.00,52065.43,-24.65,26.72,18.68,-78.15,0.00
1525038500.00,52066.57,-24.90,26.71,18.63,-77.67,0.00
1525039500.00,52061.88,-25.94,26.79,18.66,-77.96,0.00
