,m1,m2,m3,m4,m5,m6
1525832500.00,51980.14,17.43,44.06,25.78,-80.72,0.00
1525833500.00,51979.57,18.34,44.05,25.79,-80.99,0.00
1525834500.00,51980.62,19.80,44.07,25.88,-80.63,0.00
1525835500.00,52059.79,21.78,43.79,25.83,-79.43,0.00
1525836500.00,51979.12,21.94,44.05,25.91,-81.00,0.00
1525837500.00,51978.78,23.03,43.99,25.95,-81.12,0.00
1525838500.00,51978.36,24.02,43.95,25.97,-81.14,0.00
1525839500.00,51978.00,25.29,43.99,25.99,-81.22,0.00
1525840500.00,51978.16,26.80,44.02,26.02,-81.11,0.00
1525841500.00,51978.47,27.36,43.90,26.11,-80.99,0.00
1525842500.00,51978.53,28.51,43.90,26.05,-80.84,0.00
1525843500.00,51977.38,29.25,43.86,26.12,-81.13,0.00
1525844500.00,51977.01,30.31,43.89,26.13,-81.11,0.00
1525845500.00,51975.58,31.36,43.91,26.13,-81.39,0.00
1525846500.00,51974.92,32.55,43.94,26.21,-81.46,0.00
1525847500.00,51975.24,33.52,43.92,26.18,-81.16,0.00
1525848500.00,51974.59,34.46,43.96,26.21,-81.22,0.00
1525849500.00,51973.59,35.41,43.97,26.11,-81.45,0.00
1525850500.00,51974.56,36.11,43.89,26.23,-80.92,0.00
1525851500.00,51974.26,37.04,43.96,26.23,-80.81,0.00
1525852500.00,51974.93,37.82,43.96,26.37,-80.35,0.00
1525853500.00,51972.51,38.73,43.92,26.19,-81.06,0.00
1525854500.00,51971.59,39.36,43.94,26.24,-81.20,0.00
1525855500.00,51970.40,40.15,43.94,26.24,-81.44,0.00
1525856500.00,51971.13,40.37,43.88,26.28,-81.05,0.00
1525857500.00,51969.89,41.42,43.95,26.23,-81.38,0.00
1525858500.00,51970.14,42.15,44.02,26.27,-81.09,0.00
1525859500.00,51970.17,42.87,44.05,26.32,-80.88,0.00
1525860500.00,51970.11,43.58,44.10,26.33,-80.73,0.00
1525861500.00,51967.97,43.78,44.12,26.25,-81.34,0.00
1525862500.00,51968.86,43.98,44.09,26.33,-80.93,0.00
1525863500.00,51968.40,44.48,44.16,26.25,-81.00,0.00
1525864500.00,51967.74,45.15,44.16,26.21,-81.08,0.00
1525865500.00,51967.21,44.74,44.08,26.29,-81.10,0.00
1525866500.00,51967.07,44.98,44.07,26.26,-81.14,0.00
1525867500.00,51968.34,45.31,44.09,26.22,-80.73,0.00
1525868500.00,51968.47,45.28,44.05,26.22,-80.58,0.00
1525869500.00,51969.46,46.17,44.21,26.28,-80.15,0.00
1525870500.00,51969.12,46.17,44.18,26.24,-80.14,0.00
1525871500.00,51969.19,46.58,44.31,26.27,-79.97,0.00
1525872500.00,51967.70,46.58,44.36,26.26,-80.36,0.00
1525873500.00,51966.28,46.66,44.38,26.14,-80.69,0.00
1525874500.00,51967.34,46.83,44.36,26.18,-80.32,0.00
1525875500.00,51965.77,46.86,44.38,26.15,-80.78,0.00
1525876500.00,51965.34,46.51,44.45,26.19,-80.86,0.00
1525877500.00,51964.73,45.80,44.51,26.18,-81.01,0.00
1525878500.00,51965.83,45.11,44.55,26.15,-80.58,0.00
1525879500.00,51965.28,43.93,44.64,26.06,-80.80,0.00
1525880500.00,51965.11,42.48,44.61,25.99,-80.88,0.00
1525881500.00,51967.31,41.35,44.56,26.05,-80.19,0.00
1525882500.00,51968.06,40.34,44.65,26.13,-80.00,0.00
1525883500.00,51966.54,39.21,44.74,26.02,-80.62,0.00
1525884500.00,51969.39,38.18,44.71,26.09,-79.83,0.00
1525885500.00,51968.56,37.19,44.86,26.05,-80.19,0.00
1525886500.00,51969.47,36.26,44.86,26.05,-79.83,0.00
1525887500.00,51969.51,35.47,44.99,25.94,-79.88,0.00
1525888500.00,51969.86,33.80,45.04,25.96,-79.86,0.00
1525889500.00,51971.19,31.26,45.10,26.07,-79.63,0.00
1525890500.00,51972.19,29.36,45.25,25.97,-79.53,0.00
1525891500.00,51973.46,27.63,45.35,25.99,-79.32,0.00
1525892500.00,51973.49,26.61,45.44,25.95,-79.47,0.00
1525893500.00,51973.02,26.13,45.52,25.88,-79.89,0.00
1525894500.00,51976.30,25.24,45.54,25.88,-79.10,0.00
1525895500.00,51975.71,24.43,45.61,25.85,-79.55,0.00
1525896500.00,51977.53,23.48,45.62,25.92,-79.09,0.00
1525897500.00,51977.47,22.91,45.69,25.87,-79.29,0.00
1525898500.00,51978.53,22.54,45.79,25.95,-79.00,0.00
1525899500.00,51979.18,20.83,45.87,25.95,-78.94,0.00
1525900500.00,51980.30,19.41,46.03,25.99,-78.76,0.00
1525901500.00,51978.07,17.94,46.19,25.90,-79.79,0.00
1525902500.00,51979.63,16.84,46.24,25.97,-79.10,0.00
1525903500.00,51979.65,15.55,46.32,25.91,-79.47,0.00
1525904500.00,51981.74,14.40,46.40,26.04,-78.90,0.00
1525905500.00,51982.99,14.13,46.49,26.00,-78.53,0.00
1525906500.00,51982.42,13.35,46.47,25.96,-78.81,0.00
1525907500.00,51982.96,13.75,46.56,25.97,-78.70,0.00
1525908500.00,51983.03,14.07,46.65,25.92,-78.68,0.00
1525909500.00,51984.06,13.75,46.59,25.98,-78.57,0.00
1525910500.00,51983.77,14.18,46.70,25.98,-78.81,0.00
1525911500.00,51983.73,13.95,46.58,26.01,-78.74,0.00
1525912500.00,51984.23,14.18,46.63,26.12,-78.60,0.00
1525913500.00,51983.45,14.65,46.65,26.13,-78.90,0.00
1525914500.00,51982.46,14.79,46.58,26.14,-79.19,0.00
1525915500.00,51981.81,15.30,46.52,26.08,-79.41,0.00
1525916500.00,51981.84,16.22,46.52,26.18,-79.45,0.00
1525917500.00,51982.34,17.14,46.56,26.20,-79.20,0.00
1525918500.00,51980.60,17.74,46.45,26.18,-79.78,0.00
1525919500.00,51979.17,18.54,46.47,26.27,-79.62,0.00
1525920500.00,51975.07,19.05,46.35,26.28,-80.02,0.00
1525921500.00,51974.75,20.12,46.36,26.34,-79.99,0.00
1525922500.00,51974.80,21.17,46.27,26.34,-79.97,0.00
1525923500.00,51973.83,22.32,46.28,26.36,-80.23,0.00
1525924500.00,51973.85,23.29,46.15,26.38,-80.12,0.00
1525925500.00,51972.81,24.54,46.21,26.39,-80.46,0.00
1525926500.00,51971.30,25.59,46.22,26.39,-80.88,0.00
1525927500.00,51971.12,26.49,46.17,26.37,-80.89,0.00
1525928500.00,51971.08,27.49,46.15,26.42,-80.79,0.00
1525929500.00,51971.79,28.61,46.14,26.55,-80.42,0.00
1525930500.00,51969.99,29.84,46.09,26.46,-80.93,0.00
1525931500.00,51970.52,31.18,46.05,26.59,-80.65,0.00
1525932500.00,51968.36,32.27,46.03,26.46,-81.11,0.00
1525933500.00,51968.67,33.45,46.04,26.53,-80.89,0.00
1525934500.00,51967.37,34.04,45.96,26.55,-81.24,0.00
1525935500.00,51967.74,34.97,45.93,26.53,-80.96,0.00
1525936500.00,51967.23,36.05,46.02,26.59,-80.88,0.00
1525937500.00,51964.73,36.73,46.04,26.53,-81.59,0.00
1525938500.00,51966.15,37.21,46.02,26.61,-81.20,0.00
1525939500.00,51965.17,37.66,45.97,26.56,-81.26,0.00
1525940500.00,51964.18,38.55,45.99,26.55,-81.48,0.00
1525941500.00,51963.21,39.12,46.02,26.54,-81.63,0.00
1525942500.00,51962.47,39.74,46.07,26.57,-81.71,0.00
1525943500.00,51963.53,40.58,46.05,26.66,-81.09,0.00
1525944500.00,51961.75,40.65,45.98,26.56,-81.53,0.00
1525945500.00,51962.01,41.83,46.10,26.61,-81.30,0.00
1525946500.00,51961.40,42.42,46.14,26.63,-81.34,0.00
1525947500.00,51958.55,42.77,46.08,26.51,-82.20,0.00
1525948500.00,51959.06,43.34,46.09,26.56,-81.87,0.00
1525949500.00,51959.08,43.92,46.18,26.66,-81.80,0.00
1525950500.00,51959.19,44.37,46.18,26.67,-81.67,0.00
1525951500.00,51958.78,44.88,46.24,26.64,-81.72,0.00
1525952500.00,51957.30,44.64,46.17,26.56,-82.10,0.00
1525953500.00,51956.75,44.55,46.14,26.60,-82.22,0.00
1525954500.00,51956.93,44.19,46.15,26.50,-82.17,0.00
1525955500.00,51956.90,43.58,46.16,26.49,-82.39,0.00
1525956500.00,51957.84,42.57,46.17,26.59,-81.92,0.00
1525957500.00,51956.97,41.95,46.30,26.48,-82.28,0.00
1525958500.00,51959.31,40.91,46.27,26.56,-81.59,0.00
1525959500.00,51959.28,40.02,46.33,26.51,-81.84,0.00
1525960500.00,51959.54,39.09,46.29,26.47,-81.86,0.00
1525961500.00,51959.38,38.32,46.33,26.48,-81.98,0.00
1525962500.00,51959.53,38.18,46.38,26.47,-81.99,0.00
1525963500.00,51958.86,37.12,46.32,26.42,-82.21,0.00
1525964500.00,51959.62,36.80,46.37,26.47,-82.00,0.00
1525965500.00,51958.23,36.31,46.42,26.33,-82.58,0.00
1525966500.00,51959.32,35.32,46.35,26.40,-82.29,0.00
1525967500.00,51959.84,34.24,46.46,26.42,-82.32,0.00
1525968500.00,51960.56,33.16,46.39,26.38,-82.27,0.00
1525969500.00,51961.73,32.29,46.40,26.42,-82.01,0.00
1525970500.00,51961.10,31.46,46.49,26.39,-82.34,0.00
1525971500.00,51963.63,30.64,46.42,26.42,-81.54,0.00
1525972500.00,51961.87,30.09,46.52,26.32,-82.27,0.00
1525973500.00,51963.12,29.12,46.52,26.37,-82.07,0.00
1525974500.00,51964.13,28.50,46.50,26.39,-81.77,0.00
1525975500.00,51963.53,27.76,46.60,26.29,-82.04,0.00
1525976500.00,51964.48,26.96,46.64,26.37,-81.80,0.00
1525977500.00,51964.14,26.63,46.72,26.36,-81.87,0.00
1525978500.00,51964.95,25.71,46.68,26.35,-81.68,0.00
1525979500.00,51963.92,25.36,46.81,26.30,-82.19,0.00
1525980500.00,51963.62,24.41,46.90,26.27,-82.46,0.00
1525981500.00,51964.67,23.65,46.89,26.30,-82.18,0.00
1525982500.00,51964.48,23.20,46.92,26.26,-82.32,0.00
1525983500.00,51965.77,22.17,46.91,26.36,-82.01,0.00
1525984500.00,51966.67,21.36,47.05,26.35,-81.82,0.00
1525985500.00,51965.70,20.86,47.12,26.33,-82.24,0.00
1525986500.00,51965.98,20.73,47.15,26.33,-82.13,0.00
1525987500.00,51966.01,20.33,47.19,26.38,-82.11,0.00
1525988500.00,51965.55,20.24,47.24,26.38,-82.22,0.00
1525989500.00,51967.32,20.08,47.31,26.40,-81.60,0.00
1525990500.00,51966.26,19.78,47.29,26.41,-82.16,0.00
1525991500.00,51968.05,20.09,47.36,26.47,-81.58,0.00
1525992500.00,51967.18,20.13,47.39,26.42,-81.87,0.00
1525993500.00,51967.46,20.50,47.38,26.47,-81.89,0.00
1525994500.00,51968.25,20.83,47.49,26.55,-81.66,0.00
1525995500.00,51966.31,20.95,47.44,26.52,-82.21,0.00
1525996500.00,51965.72,21.19,47.39,26.56,-82.25,0.00
1525997500.00,51965.67,21.71,47.40,26.50,-82.21,0.00
1525998500.00,51965.35,22.18,47.39,26.52,-82.27,0.00
1525999500.00,51967.50,22.86,47.33,26.69,-81.53,0.00
1526000500.00,51965.22,23.53,47.32,26.59,-82.26,0.00
1526001500.00,51965.13,24.57,47.37,26.71,-82.33,0.00
1526002500.00,51965.27,25.84,47.32,26.67,-82.10,0.00
1526003500.00,51963.24,26.82,47.26,26.66,-82.68,0.00
1526004500.00,51963.37,28.01,47.26,26.77,-82.50,0.00
1526005500.00,51963.68,28.94,47.17,26.85,-82.29,0.00
1526006500.00,51962.52,30.21,47.14,26.76,-82.53,0.00
1526007500.00,51961.90,31.14,47.11,26.77,-82.69,0.00
1526008500.00,51960.89,32.04,47.16,26.82,-82.93,0.00
1526009500.00,51959.35,33.29,47.11,26.71,-83.33,0.00
1526010500.00,51959.71,34.62,47.09,26.80,-83.11,0.00
1526011500.00,51958.81,35.60,47.08,26.79,-83.32,0.00
1526012500.00,51959.57,36.61,47.04,26.89,-83.04,0.00
1526013500.00,51957.69,38.00,47.09,26.84,-83.38,0.00
1526014500.00,51958.63,39.00,47.04,26.94,-82.92,0.00
1526015500.00,51956.18,39.48,46.98,26.83,-83.57,0.00
1526016500.00,51956.14,40.24,46.95,26.92,-83.45,0.00
1526017500.00,51956.09,41.66,47.01,26.99,-83.21,0.00
1526018500.00,51953.76,42.59,47.12,26.89,-83.79,0.00
1526019500.00,51955.32,43.39,46.97,26.93,-82.95,0.00
1526020500.00,51954.01,44.28,47.05,26.98,-83.19,0.00
1526021500.00,51950.46,45.70,47.06,26.88,-84.09,0.00
1526022500.00,51949.95,46.32,47.07,26.89,-83.94,0.00
1526023500.00,51949.77,46.99,46.99,26.95,-83.76,0.00
1526024500.00,51948.64,48.15,47.01,26.94,-83.95,0.00
1526025500.00,51948.22,49.12,47.00,26.89,-83.92,0.00
1526026500.00,51949.00,50.26,46.92,26.97,-83.43,0.00
1526027500.00,51946.44,50.97,46.89,26.93,-84.14,0.00
1526028500.00,51947.54,52.26,46.97,26.97,-83.62,0.00
1526029500.00,51946.95,53.08,46.95,26.96,-83.67,0.00
