,m1,m2,m3,m4,m5,m6
1529749500.00,52113.94,39.67,54.20,35.10,-93.88,0.00
1529750500.00,52113.11,39.64,54.19,34.99,-94.23,0.00
1529751500.00,52114.73,39.69,54.26,35.06,-93.83,0.00
1529752500.00,52114.67,39.55,54.16,35.07,-93.89,0.00
1529753500.00,52115.14,39.74,54.17,35.06,-93.89,0.00
1529754500.00,52114.93,39.82,54.15,35.00,-93.99,0.00
1529755500.00,52114.66,39.64,54.13,34.98,-94.16,0.00
1529756500.00,52114.98,39.32,54.08,35.00,-94.11,0.00
1529757500.00,52115.70,39.01,54.08,35.00,-93.89,0.00
1529758500.00,52116.04,37.80,54.01,34.93,-93.92,0.00
1529759500.00,52115.28,36.64,53.99,34.85,-94.51,0.00
1529760500.00,52117.59,35.29,54.04,34.85,-94.00,0.00
1529761500.00,52118.38,34.00,54.13,34.84,-94.03,0.00
1529762500.00,52118.56,32.82,54.06,34.81,-94.13,0.00
1529763500.00,52118.14,31.57,53.98,34.78,-94.39,0.00
1529764500.00,52117.82,30.67,54.02,34.69,-94.64,0.00
1529765500.00,52117.12,29.77,53.96,34.68,-94.95,0.00
1529766500.00,52118.42,28.63,53.96,34.70,-94.70,0.00
1529767500.00,52119.26,27.70,53.94,34.76,-94.54,0.00
1529768500.00,52118.18,26.79,53.97,34.66,-95.08,0.00
1529769500.00,52117.98,25.35,53.88,34.67,-95.38,0.00
1529770500.00,52119.71,24.84,53.91,34.64,-94.94,0.00
1529771500.00,52119.44,24.04,53.97,34.62,-95.24,0.00
1529772500.00,52120.25,22.70,53.93,34.62,-95.03,0.00
1529773500.00,52120.13,21.64,53.90,34.61,-95.17,0.00
1529774500.00,52119.94,20.86,53.90,34.63,-95.27,0.00
1529775500.00,52120.88,19.87,53.86,34.60,-95.13,0.00
1529776500.00,52120.33,19.13,53.89,34.64,-95.53,0.00
1529777500.00,52121.53,18.36,53.83,34.68,-95.26,0.00
1529778500.00,52122.25,17.54,53.79,34.64,-95.08,0.00
1529779500.00,52121.31,17.17,53.87,34.60,-95.45,0.00
1529780500.00,52121.65,16.44,53.88,34.62,-95.39,0.00
1529781500.00,52123.04,15.67,53.90,34.66,-95.02,0.00
1529782500.00,52123.32,15.13,53.88,34.68,-94.94,0.00
1529783500.00,52121.77,14.21,53.86,34.66,-95.59,0.00
1529784500.00,52122.92,13.45,53.84,34.69,-95.35,0.00
1529785500.00,52124.66,12.99,53.88,34.74,-94.95,0.00
1529786500.00,52122.48,12.33,53.91,34.56,-95.76,0.00
1529787500.00,52123.93,11.81,53.86,34.67,-95.33,0.00
1529788500.00,52125.17,11.57,53.83,34.76,-94.91,0.00
1529789500.00,52123.56,11.15,53.84,34.65,-95.59,0.00
1529790500.00,52125.05,11.01,53.83,34.77,-95.15,0.00
1529791500.00,52123.79,10.86,53.82,34.72,-95.69,0.00
1529792500.00,52124.79,11.13,53.84,34.81,-95.36,0.00
1529793500.00,52125.61,10.98,53.78,34.83,-95.06,0.00
1529794500.00,52124.91,11.38,53.75,34.81,-95.31,0.00
1529795500.00,52125.95,11.59,53.67,34.88,-94.92,0.00
1529796500.00,52125.05,11.80,53.74,34.87,-95.30,0.00
1529797500.00,52125.63,12.28,53.75,34.93,-95.14,0.00
1529798500.00,52125.63,12.39,53.71,34.92,-95.16,0.00
1529799500.00,52125.61,12.40,53.67,34.93,-95.15,0.00
1529800500.00,52125.44,12.55,53.69,35.01,-95.42,0.00
1529801500.00,52125.77,12.75,53.69,34.99,-95.34,0.00
1529802500.00,52126.39,12.85,53.61,35.01,-95.02,0.00
1529803500.00,52125.79,13.09,53.62,34.99,-95.17,0.00
1529804500.00,52125.90,13.44,53.53,35.04,-95.15,0.00
1529805500.00,52126.63,13.70,53.52,35.05,-94.94,0.00
1529806500.00,52128.06,14.05,53.48,35.20,-94.54,0.00
1529807500.00,52127.75,14.49,53.36,35.26,-94.50,0.00
1529808500.00,52127.05,15.44,53.41,35.21,-94.68,0.00
1529809500.00,52125.38,15.94,53.28,35.25,-95.07,0.00
1529810500.00,52126.27,16.88,53.29,35.30,-94.71,0.00
1529811500.00,52126.33,17.55,53.24,35.33,-94.67,0.00
1529812500.00,52126.30,18.50,53.28,35.34,-94.63,0.00
1529813500.00,52126.19,19.01,53.23,35.37,-94.68,0.00
1529814500.00,52125.70,19.59,53.13,35.39,-94.75,0.00
1529815500.00,52127.05,20.52,53.19,35.43,-94.33,0.00
1529816500.00,52126.70,21.33,53.15,35.43,-94.40,0.00
1529817500.00,52127.74,21.60,53.10,35.51,-94.04,0.00
1529818500.00,52127.02,22.23,53.15,35.41,-94.34,0.00
1529819500.00,52127.28,22.85,53.14,35.48,-94.38,0.00
1529820500.00,52127.85,23.05,53.04,35.49,-94.14,0.00
1529821500.00,52128.29,23.84,52.97,35.55,-93.81,0.00
1529822500.00,52127.46,24.06,52.95,35.50,-93.98,0.00
1529823500.00,52126.71,24.51,52.97,35.52,-94.21,0.00
1529824500.00,52127.33,25.32,53.06,35.56,-94.02,0.00
1529825500.00,52127.14,25.50,52.98,35.55,-94.22,0.00
1529826500.00,52127.58,26.09,52.97,35.50,-94.10,0.00
1529827500.00,52128.03,26.45,52.97,35.49,-94.00,0.00
1529828500.00,52128.18,26.96,52.98,35.51,-93.94,0.00
1529829500.00,52127.46,27.31,52.89,35.46,-94.08,0.00
1529830500.00,52128.31,27.91,52.99,35.49,-93.84,0.00
1529831500.00,52128.30,27.61,52.81,35.54,-93.96,0.00
1529832500.00,52127.74,28.07,52.87,35.49,-94.26,0.00
1529833500.00,52129.72,28.63,52.85,35.58,-93.66,0.00
1529834500.00,52128.63,28.86,52.82,35.49,-94.13,0.00
1529835500.00,52128.61,29.22,52.79,35.48,-94.18,0.00
1529836500.00,52129.64,29.69,52.74,35.53,-93.86,0.00
1529837500.00,52129.85,30.30,52.78,35.50,-93.75,0.00
1529838500.00,52128.49,30.53,52.77,35.47,-94.14,0.00
1529839500.00,52130.26,30.61,52.69,35.59,-93.53,0.00
1529840500.00,52129.38,30.25,52.68,35.43,-93.99,0.00
1529841500.00,52130.15,30.03,52.75,35.42,-93.85,0.00
1529842500.00,52130.77,29.18,52.78,35.47,-93.77,0.00
1529843500.00,52129.75,28.12,52.81,35.36,-94.41,0.00
1529844500.00,52129.87,27.10,52.89,35.24,-94.57,0.00
1529845500.00,52132.04,25.82,52.87,35.33,-94.02,0.00
1529846500.00,52130.82,24.31,52.94,35.23,-94.80,0.00
1529847500.00,52131.16,22.84,52.93,35.19,-94.74,0.00
1529848500.00,52131.51,21.73,53.01,35.23,-94.76,0.00
1529849500.00,52131.81,20.59,53.10,35.26,-94.80,0.00
1529850500.00,52131.84,18.92,53.01,35.28,-94.95,0.00
1529851500.00,52131.13,17.49,53.01,35.20,-95.25,0.00
1529852500.00,52130.66,16.23,53.00,35.21,-95.41,0.00
1529853500.00,52131.79,15.49,53.03,35.19,-95.17,0.00
1529854500.00,52131.79,14.18,53.03,35.15,-95.26,0.00
1529855500.00,52131.49,12.97,52.99,35.24,-95.42,0.00
1529856500.00,52131.50,12.24,53.11,35.24,-95.40,0.00
1529857500.00,52130.84,11.46,53.07,35.14,-95.62,0.00
1529858500.00,52131.10,10.79,53.09,35.17,-95.56,0.00
1529859500.00,52131.36,10.50,53.12,35.17,-95.47,0.00
1529860500.00,52130.34,9.60,53.05,35.14,-95.89,0.00
1529861500.00,52132.87,9.15,53.02,35.27,-95.05,0.00
1529862500.00,52129.78,8.43,53.01,35.15,-96.12,0.00
1529863500.00,52130.93,8.24,53.04,35.25,-95.72,0.00
1529864500.00,52130.05,8.06,53.10,35.20,-95.98,0.00
1529865500.00,52129.90,7.53,53.09,35.22,-96.10,0.00
1529866500.00,52130.55,7.27,53.09,35.27,-95.98,0.00
1529867500.00,52130.26,6.87,53.01,35.29,-96.12,0.00
1529868500.00,52130.48,7.07,53.08,35.25,-95.99,0.00
1529869500.00,52130.12,6.32,52.99,35.31,-96.18,0.00
1529870500.00,52131.00,6.44,53.06,35.35,-95.87,0.00
1529871500.00,52131.98,6.02,53.05,35.44,-95.53,0.00
1529872500.00,52132.06,6.16,53.08,35.45,-95.55,0.00
1529873500.00,52130.01,5.91,53.15,35.41,-96.34,0.00
1529874500.00,52131.28,5.38,53.14,35.41,-95.94,0.00
1529875500.00,52131.86,5.07,53.16,35.41,-95.81,0.00
1529876500.00,52131.65,4.78,53.24,35.46,-96.02,0.00
1529877500.00,52132.68,4.62,53.20,35.52,-95.72,0.00
1529878500.00,52132.22,4.31,53.24,35.50,-95.93,0.00
1529879500.00,52133.14,4.17,53.25,35.59,-95.66,0.00
1529880500.00,52132.86,4.29,53.28,35.58,-95.74,0.00
1529881500.00,52133.53,4.46,53.24,35.65,-95.44,0.00
1529882500.00,52133.43,4.73,53.25,35.68,-95.50,0.00
1529883500.00,52133.24,5.01,53.23,35.73,-95.37,0.00
1529884500.00,52132.78,5.45,53.31,35.77,-95.48,0.00
1529885500.00,52133.07,5.55,53.21,35.72,-95.38,0.00
1529886500.00,52132.99,6.20,53.27,35.75,-95.38,0.00
1529887500.00,52133.72,6.99,53.31,35.85,-95.04,0.00
1529888500.00,52132.30,7.74,53.20,35.86,-95.45,0.00
1529889500.00,52131.29,8.41,53.19,35.83,-95.73,0.00
1529890500.00,52132.97,9.52,53.14,35.96,-95.10,0.00
1529891500.00,52132.14,10.38,53.13,35.97,-95.34,0.00
1529892500.00,52132.46,11.24,53.16,36.03,-95.26,0.00
1529893500.00,52131.86,11.85,53.05,36.05,-95.37,0.00
1529894500.00,52132.87,13.21,53.05,36.08,-94.89,0.00
1529895500.00,52133.37,14.42,52.98,36.23,-94.61,0.00
1529896500.00,52132.28,15.72,52.95,36.19,-94.84,0.00
1529897500.00,52133.03,16.97,52.89,36.29,-94.41,0.00
1529898500.00,52130.25,18.26,52.87,36.23,-95.30,0.00
1529899500.00,52130.78,19.41,52.83,36.28,-95.00,0.00
1529900500.00,52132.52,20.61,52.77,36.37,-94.39,0.00
1529901500.00,52130.50,21.67,52.76,36.34,-95.00,0.00
1529902500.00,52131.86,22.94,52.75,36.37,-94.50,0.00
1529903500.00,52132.11,23.85,52.69,36.37,-94.30,0.00
1529904500.00,52131.53,24.84,52.71,36.38,-94.43,0.00
1529905500.00,52131.85,25.74,52.66,36.44,-94.25,0.00
1529906500.00,52132.48,27.09,52.75,36.41,-94.01,0.00
1529907500.00,52130.28,27.59,52.64,36.39,-94.77,0.00
1529908500.00,52133.21,28.74,52.65,36.49,-93.76,0.00
1529909500.00,52131.68,29.52,52.67,36.39,-94.36,0.00
1529910500.00,52131.61,30.34,52.65,36.42,-94.40,0.00
1529911500.00,52131.60,31.03,52.60,36.46,-94.41,0.00
1529912500.00,52131.97,31.83,52.57,36.49,-94.27,0.00
1529913500.00,52132.68,32.65,52.59,36.52,-93.88,0.00
1529914500.00,52132.59,32.93,52.54,36.51,-93.86,0.00
1529915500.00,52133.25,33.61,52.57,36.47,-93.61,0.00
1529916500.00,52132.53,34.17,52.60,36.44,-93.93,0.00
1529917500.00,52132.93,34.90,52.53,36.51,-93.78,0.00
1529918500.00,52133.11,35.35,52.49,36.48,-93.65,0.00
1529919500.00,52132.90,35.93,52.50,36.45,-93.67,0.00
1529920500.00,52133.16,36.45,52.51,36.46,-93.58,0.00
1529921500.00,52131.84,36.80,52.48,36.39,-94.06,0.00
1529922500.00,52132.74,37.11,52.50,36.45,-93.74,0.00
1529923500.00,52132.80,37.49,52.49,36.40,-93.71,0.00
1529924500.00,52131.85,37.89,52.48,36.39,-93.96,0.00
1529925500.00,52132.34,38.24,52.55,36.39,-93.72,0.00
1529926500.00,52131.93,38.40,52.57,36.37,-93.78,0.00
1529927500.00,52131.49,37.90,52.53,36.33,-93.85,0.00
1529928500.00,52132.24,37.13,52.62,36.31,-93.66,0.00
1529929500.00,52131.74,36.01,52.54,36.29,-93.92,0.00
1529930500.00,52131.12,34.85,52.63,36.22,-94.28,0.00
1529931500.00,52132.05,33.66,52.65,36.20,-94.10,0.00
1529932500.00,52130.98,32.82,52.67,36.14,-94.52,0.00
1529933500.00,52131.34,31.72,52.72,36.14,-94.47,0.00
1529934500.00,52131.57,30.75,52.76,36.18,-94.33,0.00
1529935500.00,52131.95,29.80,52.81,36.11,-94.28,0.00
1529936500.00,52132.21,28.72,52.76,36.16,-94.18,0.00
1529937500.00,52131.13,28.11,52.84,36.09,-94.57,0.00
1529938500.00,52130.74,27.06,52.83,36.10,-94.76,0.00
1529939500.00,52130.40,25.86,52.85,36.02,-95.06,0.00
1529940500.00,52131.16,24.66,52.85,36.00,-94.88,0.00
1529941500.00,52131.06,23.59,52.91,35.97,-94.97,0.00
1529942500.00,52129.96,22.64,52.94,35.93,-95.48,0.00
1529943500.00,52131.51,21.70,52.94,36.03,-94.93,0.00
1529944500.00,52131.50,20.72,52.96,36.01,-94.99,0.00
1529945500.00,52130.25,20.12,53.02,35.95,-95.47,0.00
1529946500.00,52130.08,18.89,52.99,35.94,-95.55,0.00
1529947500.00,52130.05,18.11,52.99,35.91,-95.59,0.00
1529948500.00,52129.46,17.45,53.00,35.85,-95.83,0.00
1529949500.00,52130.40,16.77,52.99,35.95,-95.56,0.00
1529950500.00,52130.97,16.15,53.02,35.97,-95.35,0.00
1529951500.00,52130.90,15.56,53.11,35.99,-95.31,0.00
1529952500.00,52129.74,14.69,53.12,35.97,-95.76,0.00
1529953500.00,52130.52,14.37,53.17,36.02,-95.54,0.00
1529954500.00,52130.58,13.99,53.15,36.05,-95.40,0.00
1529955500.00,52129.32,13.38,53.16,35.98,-95.79,0.00
1529956500.00,52131.46,13.29,53.21,36.07,-94.99,0.00
1529957500.00,52131.72,12.90,53.24,36.10,-94.93,0.00
1529958500.00,52130.95,12.60,53.34,36.05,-95.14,0.00
1529959500.00,52131.47,12.14,53.29,36.06,-94.84,0.00
1529960500.00,52130.99,11.43,53.32,36.06,-95.00,0.00
1529961500.00,52133.40,11.17,53.41,36.16,-94.23,0.00
1529962500.00,52132.33,10.75,53.52,36.06,-94.82,0.00
1529963500.00,52134.02,10.62,53.52,36.12,-94.37,0.00
1529964500.00,52133.52,10.60,53.56,36.07,-94.68,0.00
1529965500.00,52134.07,10.30,53.55,36.15,-94.52,0.00
1529966500.00,52134.63,10.42,53.68,36.16,-94.48,0.00
1529967500.00,52134.01,10.05,53.63,36.17,-94.69,0.00
1529968500.00,52135.18,9.91,53.65,36.27,-94.21,0.00
