,m1,m2,m3,m4,m5,m6
1529073500.00,52128.52,36.05,44.61,32.29,-92.76,0.00
1529074500.00,52129.15,35.87,44.63,32.28,-92.46,0.00
1529075500.00,52130.78,35.79,44.62,32.27,-91.92,0.00
1529076500.00,52132.00,35.99,44.67,32.30,-91.50,0.00
1529077500.00,52132.55,35.59,44.61,32.32,-91.33,0.00
1529078500.00,52132.01,36.21,44.79,32.26,-91.50,0.00
1529079500.00,52130.36,35.28,44.69,32.24,-92.10,0.00
1529080500.00,52132.05,34.88,44.72,32.34,-91.51,0.00
1529081500.00,52133.12,34.39,44.78,32.35,-91.17,0.00
1529082500.00,52131.43,33.75,44.83,32.16,-91.80,0.00
1529083500.00,52129.59,32.65,44.86,32.11,-92.56,0.00
1529084500.00,52131.66,31.70,44.88,32.13,-91.95,0.00
1529085500.00,52131.16,30.15,44.84,32.12,-92.19,0.00
1529086500.00,52132.23,29.70,44.94,32.10,-91.87,0.00
1529087500.00,52132.01,28.66,44.99,32.04,-92.11,0.00
1529088500.00,52131.76,27.73,45.03,32.12,-92.28,0.00
1529089500.00,52131.44,26.54,45.07,32.00,-92.42,0.00
1529090500.00,52130.91,25.42,45.15,32.00,-92.65,0.00
1529091500.00,52132.22,24.00,45.21,31.96,-92.33,0.00
1529092500.00,52131.79,22.59,45.24,31.93,-92.57,0.00
1529093500.00,52133.69,21.31,45.35,32.03,-92.02,0.00
1529094500.00,52133.89,19.79,45.45,31.96,-92.08,0.00
1529095500.00,52132.60,18.48,45.51,31.90,-92.63,0.00
1529096500.00,52132.94,17.09,45.58,31.88,-92.65,0.00
1529097500.00,52132.59,15.99,45.67,31.90,-92.90,0.00
1529098500.00,52135.08,14.63,45.70,31.99,-92.10,0.00
1529099500.00,52135.73,13.70,45.81,31.98,-91.99,0.00
1529100500.00,52135.60,12.66,45.93,31.87,-92.09,0.00
1529101500.00,52136.30,11.41,45.91,32.00,-92.03,0.00
1529102500.00,52137.38,10.51,46.05,31.99,-91.74,0.00
1529103500.00,52137.28,9.77,46.21,31.99,-91.93,0.00
1529104500.00,52136.84,8.61,46.20,32.00,-92.15,0.00
1529105500.00,52136.23,7.80,46.18,31.93,-92.36,0.00
1529106500.00,52135.45,7.24,46.29,31.92,-92.77,0.00
1529107500.00,52136.64,6.71,46.25,32.02,-92.35,0.00
1529108500.00,52136.66,6.41,46.28,32.05,-92.34,0.00
1529109500.00,52137.92,6.26,46.30,32.07,-91.83,0.00
1529110500.00,52136.81,6.14,46.32,32.11,-92.23,0.00
1529111500.00,52137.81,5.93,46.32,32.22,-91.86,0.00
1529112500.00,52136.10,5.56,46.26,32.16,-92.44,0.00
1529113500.00,52135.79,5.86,46.22,32.23,-92.56,0.00
1529114500.00,52134.95,6.09,46.28,32.25,-92.75,0.00
1529115500.00,52133.44,6.26,46.20,32.25,-93.17,0.00
1529116500.00,52134.84,6.80,46.16,32.37,-92.58,0.00
1529117500.00,52133.70,7.14,46.09,32.32,-92.85,0.00
1529118500.00,52133.26,7.67,46.13,32.37,-92.95,0.00
1529119500.00,52133.91,8.43,46.18,32.42,-92.60,0.00
1529120500.00,52132.17,8.82,46.09,32.42,-93.10,0.00
1529121500.00,52133.15,9.70,46.09,32.47,-92.64,0.00
1529122500.00,52132.59,10.50,46.15,32.58,-92.73,0.00
1529123500.00,52130.95,10.62,46.04,32.53,-93.29,0.00
1529124500.00,52133.20,11.30,46.13,32.67,-92.45,0.00
1529125500.00,52133.01,11.44,46.07,32.65,-92.44,0.00
1529126500.00,52132.44,11.58,46.04,32.66,-92.61,0.00
1529127500.00,52130.75,12.56,46.13,32.59,-93.13,0.00
1529128500.00,52132.23,13.28,46.10,32.75,-92.48,0.00
1529129500.00,52130.97,13.85,46.08,32.74,-92.78,0.00
1529130500.00,52130.86,14.75,46.12,32.76,-92.82,0.00
1529131500.00,52130.82,14.76,46.00,32.80,-92.74,0.00
1529132500.00,52129.48,15.61,46.00,32.76,-93.09,0.00
1529133500.00,52128.73,16.12,46.01,32.83,-93.31,0.00
1529134500.00,52128.37,16.41,45.94,32.80,-93.38,0.00
1529135500.00,52128.76,16.99,45.88,32.89,-93.17,0.00
1529136500.00,52129.05,17.83,45.96,32.96,-93.06,0.00
1529137500.00,52128.31,18.48,45.96,32.95,-93.27,0.00
1529138500.00,52127.83,18.84,45.90,32.91,-93.45,0.00
1529139500.00,52129.44,19.33,45.92,32.97,-92.91,0.00
1529140500.00,52129.55,19.85,45.97,32.91,-92.91,0.00
1529141500.00,52129.63,20.72,45.98,32.91,-92.85,0.00
1529142500.00,52130.31,21.44,45.96,32.99,-92.56,0.00
1529143500.00,52129.36,22.22,45.98,33.07,-92.95,0.00
1529144500.00,52130.66,22.77,45.97,33.18,-92.47,0.00
1529145500.00,52129.46,23.39,45.90,33.14,-92.82,0.00
1529146500.00,52129.26,23.98,45.92,33.12,-92.86,0.00
1529147500.00,52130.49,24.88,45.92,33.17,-92.36,0.00
1529148500.00,52129.89,25.53,45.94,33.14,-92.56,0.00
1529149500.00,52130.05,26.19,45.92,33.14,-92.49,0.00
1529150500.00,52128.77,26.68,45.99,33.02,-92.89,0.00
1529151500.00,52128.41,26.58,45.93,33.06,-93.06,0.00
1529152500.00,52129.31,26.63,46.01,33.11,-92.79,0.00
1529153500.00,52130.76,26.37,46.07,33.11,-92.42,0.00
1529154500.00,52130.76,25.29,46.06,33.09,-92.71,0.00
1529155500.00,52130.45,24.19,46.17,33.00,-93.00,0.00
1529156500.00,52129.52,22.81,46.19,33.03,-93.32,0.00
1529157500.00,52129.19,21.82,46.21,33.05,-93.57,0.00
1529158500.00,52129.56,21.15,46.29,33.01,-93.53,0.00
1529159500.00,52129.10,19.85,46.27,33.00,-93.68,0.00
1529160500.00,52129.94,18.89,46.40,33.00,-93.51,0.00
1529161500.00,52130.24,17.57,46.37,32.97,-93.51,0.00
1529162500.00,52128.94,16.23,46.43,32.94,-94.19,0.00
1529163500.00,52128.58,15.19,46.54,32.88,-94.43,0.00
1529164500.00,52129.87,13.53,46.57,32.91,-94.00,0.00
1529165500.00,52129.21,12.39,46.61,32.86,-94.30,0.00
1529166500.00,52129.11,11.46,46.66,32.87,-94.31,0.00
1529167500.00,52130.08,10.46,46.70,32.92,-93.95,0.00
1529168500.00,52128.96,9.88,46.80,32.89,-94.34,0.00
1529169500.00,52127.89,8.99,46.83,32.84,-94.79,0.00
1529170500.00,52127.95,7.98,46.86,32.90,-94.87,0.00
1529171500.00,52130.05,7.37,46.92,32.99,-94.19,0.00
1529172500.00,52128.90,6.59,46.95,32.92,-94.61,0.00
1529173500.00,52129.70,5.53,46.93,32.92,-94.37,0.00
1529174500.00,52129.21,5.00,47.04,32.97,-94.57,0.00
1529175500.00,52129.20,4.13,47.03,32.96,-94.57,0.00
1529176500.00,52128.60,3.55,47.12,33.01,-94.75,0.00
1529177500.00,52126.37,2.85,47.24,32.94,-95.62,0.00
1529178500.00,52128.20,2.49,47.26,33.08,-95.02,0.00
1529179500.00,52129.41,2.13,47.35,33.09,-94.63,0.00
1529180500.00,52127.66,1.51,47.41,32.99,-95.37,0.00
1529181500.00,52128.55,1.09,47.49,33.09,-95.16,0.00
1529182500.00,52128.73,0.58,47.50,33.09,-95.07,0.00
1529183500.00,52128.03,-0.03,47.53,33.07,-95.41,0.00
1529184500.00,52128.26,0.11,47.64,33.13,-95.36,0.00
1529185500.00,52128.88,-0.56,47.66,33.18,-95.19,0.00
1529186500.00,52129.60,-0.86,47.72,33.20,-94.94,0.00
1529187500.00,52129.69,-1.05,47.82,33.26,-95.57,0.00
1529188500.00,52133.15,-1.62,47.98,33.27,-95.97,0.00
1529189500.00,52133.53,-1.35,48.10,33.30,-95.93,0.00
1529190500.00,52135.49,-1.51,48.09,33.40,-95.25,0.00
1529191500.00,52132.95,-1.72,48.08,33.32,-96.17,0.00
1529192500.00,52133.67,-1.45,48.15,33.35,-95.84,0.00
1529193500.00,52133.29,-1.11,48.22,33.40,-95.98,0.00
1529194500.00,52131.86,-0.68,48.23,33.41,-96.43,0.00
1529195500.00,52131.88,-0.54,48.20,33.52,-96.30,0.00
1529196500.00,52131.63,-0.08,48.21,33.59,-96.39,0.00
1529197500.00,52129.50,0.50,48.33,33.60,-96.30,0.00
1529198500.00,52129.44,1.26,48.32,33.85,-94.97,0.00
1529199500.00,52127.78,2.29,48.50,33.79,-95.45,0.00
1529200500.00,52128.35,2.54,48.37,33.97,-95.21,0.00
1529201500.00,52128.47,3.79,48.43,33.98,-95.00,0.00
1529202500.00,52127.71,4.76,48.48,34.01,-95.16,0.00
1529203500.00,52126.74,5.52,48.40,34.05,-95.39,0.00
1529204500.00,52127.57,6.58,48.43,34.17,-95.04,0.00
1529205500.00,52125.15,7.57,48.40,34.14,-95.71,0.00
1529206500.00,52125.32,8.40,48.39,34.25,-95.49,0.00
1529207500.00,52124.65,9.56,48.42,34.22,-95.60,0.00
1529208500.00,52125.40,10.53,48.40,34.36,-95.23,0.00
1529209500.00,52124.92,11.35,48.33,34.40,-95.24,0.00
1529210500.00,52125.18,12.89,48.47,34.44,-95.09,0.00
1529211500.00,52125.35,14.12,48.52,34.54,-94.97,0.00
1529212500.00,52125.63,14.87,48.41,34.65,-94.70,0.00
1529213500.00,52124.14,15.83,48.42,34.56,-95.05,0.00
1529214500.00,52124.03,17.00,48.49,34.60,-94.98,0.00
1529215500.00,52122.56,17.44,48.48,34.61,-95.41,0.00
1529216500.00,52123.53,17.83,48.45,34.73,-94.96,0.00
1529217500.00,52122.53,18.26,48.46,34.77,-95.21,0.00
1529218500.00,52121.41,18.93,48.52,34.69,-95.52,0.00
1529219500.00,52121.48,19.64,48.53,34.77,-95.43,0.00
1529220500.00,52121.20,20.15,48.59,34.77,-95.40,0.00
1529221500.00,52122.03,20.85,48.62,34.91,-95.07,0.00
1529222500.00,52120.29,21.42,48.62,34.81,-95.57,0.00
1529223500.00,52121.72,22.25,48.66,34.91,-95.08,0.00
1529224500.00,52122.48,22.74,48.69,34.94,-94.79,0.00
1529225500.00,52120.45,23.01,48.69,34.90,-95.38,0.00
1529226500.00,52120.76,23.78,48.71,35.00,-95.17,0.00
1529227500.00,52120.13,24.59,48.73,34.96,-95.33,0.00
1529228500.00,52121.82,25.31,48.82,35.07,-94.76,0.00
1529229500.00,52119.38,25.75,48.81,34.95,-95.64,0.00
1529230500.00,52120.03,26.50,48.86,34.99,-95.33,0.00
1529231500.00,52119.29,27.09,48.87,34.97,-95.51,0.00
1529232500.00,52119.38,27.57,48.86,35.06,-95.46,0.00
1529233500.00,52118.96,28.32,48.97,35.04,-95.60,0.00
1529234500.00,52118.32,28.83,48.96,35.06,-95.87,0.00
1529235500.00,52117.36,28.78,48.99,35.07,-96.24,0.00
1529236500.00,52117.27,29.03,49.04,34.99,-96.32,0.00
1529237500.00,52117.63,28.67,49.05,35.01,-96.21,0.00
1529238500.00,52118.00,27.99,49.12,35.10,-96.16,0.00
1529239500.00,52118.18,27.46,49.24,35.09,-96.17,0.00
1529240500.00,52117.57,26.60,49.31,34.98,-96.53,0.00
1529241500.00,52119.99,25.66,49.31,35.11,-95.84,0.00
1529242500.00,52116.15,25.11,49.60,35.14,-95.09,0.00
1529243500.00,52114.43,24.09,49.68,35.14,-95.65,0.00
1529244500.00,52114.96,22.94,49.73,35.15,-95.49,0.00
1529245500.00,52115.45,21.79,49.79,35.17,-95.39,0.00
1529246500.00,52115.66,20.86,49.87,35.07,-95.29,0.00
1529247500.00,52113.56,19.33,49.96,35.00,-96.23,0.00
1529248500.00,52114.55,18.15,50.02,35.05,-96.00,0.00
1529249500.00,52114.91,16.57,50.02,35.08,-96.00,0.00
1529250500.00,52115.53,15.28,50.07,35.04,-95.83,0.00
1529251500.00,52116.12,14.21,50.19,35.06,-95.68,0.00
1529252500.00,52114.67,13.53,50.20,35.08,-96.17,0.00
1529253500.00,52114.35,13.24,50.33,35.04,-96.17,0.00
1529254500.00,52114.29,12.84,50.38,35.00,-96.13,0.00
1529255500.00,52113.00,11.84,50.36,35.04,-96.54,0.00
1529256500.00,52112.18,11.39,50.39,35.04,-96.72,0.00
1529257500.00,52113.85,10.87,50.47,35.09,-96.29,0.00
1529258500.00,52114.09,10.06,50.50,35.16,-96.26,0.00
1529259500.00,52113.95,9.46,50.55,35.16,-96.36,0.00
1529260500.00,52113.70,9.55,50.68,35.17,-96.32,0.00
1529261500.00,52111.79,8.91,50.71,35.14,-96.90,0.00
1529262500.00,52111.60,8.67,50.84,35.08,-96.95,0.00
1529263500.00,52111.58,7.98,50.89,35.14,-97.02,0.00
1529264500.00,52115.47,7.35,51.02,35.24,-96.74,0.00
1529265500.00,52117.14,7.06,51.24,35.21,-97.44,0.00
1529266500.00,52116.93,6.64,51.27,35.29,-97.49,0.00
1529267500.00,52115.76,6.43,51.33,35.27,-97.77,0.00
1529268500.00,52114.19,5.90,51.36,35.25,-98.19,0.00
1529269500.00,52116.02,5.56,51.42,35.40,-97.63,0.00
1529270500.00,52115.37,5.34,51.42,35.43,-97.80,0.00
1529271500.00,52113.73,5.31,51.48,35.38,-98.33,0.00
1529272500.00,52115.10,5.55,51.50,35.50,-97.84,0.00
1529273500.00,52114.89,5.85,51.57,35.51,-97.93,0.00
1529274500.00,52115.49,6.59,51.67,35.56,-97.82,0.00
1529275500.00,52116.08,6.91,51.76,35.62,-97.78,0.00
1529276500.00,52117.21,7.38,51.79,35.71,-97.53,0.00
1529277500.00,52117.55,7.76,51.84,35.73,-97.39,0.00
1529278500.00,52115.36,8.92,52.00,35.92,-96.41,0.00
1529279500.00,52113.41,9.43,52.07,35.93,-96.58,0.00
1529280500.00,52114.13,9.89,52.01,35.94,-96.15,0.00
1529281500.00,52113.43,10.95,52.16,36.02,-96.34,0.00
1529282500.00,52112.12,11.36,52.22,36.04,-96.82,0.00
1529283500.00,52114.30,11.74,52.18,36.22,-95.98,0.00
1529284500.00,52112.40,12.61,52.24,36.20,-96.54,0.00
1529285500.00,52111.70,13.50,52.30,36.26,-96.75,0.00
1529286500.00,52112.20,13.93,52.27,36.35,-96.42,0.00
