,m1,m2,m3,m4,m5,m6
1529594500.00,52108.82,48.25,57.72,38.16,-94.41,0.00
1529595500.00,52109.53,48.19,57.81,38.12,-94.21,0.00
1529596500.00,52108.10,47.67,57.70,38.04,-94.71,0.00
1529597500.00,52109.36,47.55,57.74,38.05,-94.31,0.00
1529598500.00,52109.75,47.59,57.78,38.02,-94.23,0.00
1529599500.00,52109.71,47.13,57.77,38.06,-94.29,0.00
1529600500.00,52110.24,47.16,57.81,38.01,-94.09,0.00
1529601500.00,52109.79,46.79,57.79,38.02,-94.21,0.00
1529602500.00,52110.26,46.58,57.75,38.00,-93.99,0.00
1529603500.00,52109.48,46.34,57.75,37.91,-94.31,0.00
1529604500.00,52109.57,46.12,57.76,37.87,-94.27,0.00
1529605500.00,52108.56,45.69,57.74,37.83,-94.65,0.00
1529606500.00,52108.82,45.42,57.68,37.84,-94.57,0.00
1529607500.00,52111.22,45.27,57.66,37.89,-93.72,0.00
1529608500.00,52109.84,45.32,57.73,37.87,-94.19,0.00
1529609500.00,52109.94,45.06,57.70,37.84,-94.09,0.00
1529610500.00,52110.31,44.69,57.66,37.84,-93.92,0.00
1529611500.00,52109.07,44.55,57.71,37.76,-94.42,0.00
1529612500.00,52108.28,44.29,57.66,37.75,-94.73,0.00
1529613500.00,52108.51,44.16,57.59,37.70,-94.64,0.00
1529614500.00,52108.78,44.66,57.66,37.73,-94.51,0.00
1529615500.00,52108.94,44.69,57.65,37.75,-94.50,0.00
1529616500.00,52108.19,44.58,57.63,37.75,-94.69,0.00
1529617500.00,52108.31,44.52,57.60,37.71,-94.53,0.00
1529618500.00,52108.80,44.46,57.58,37.74,-94.38,0.00
1529619500.00,52108.11,44.54,57.56,37.69,-94.61,0.00
1529620500.00,52107.31,44.80,57.64,37.53,-94.84,0.00
1529621500.00,52108.03,44.71,57.56,37.58,-94.53,0.00
1529622500.00,52107.84,44.61,57.51,37.60,-94.66,0.00
1529623500.00,52107.54,44.64,57.49,37.57,-94.69,0.00
1529624500.00,52107.43,44.80,57.50,37.53,-94.74,0.00
1529625500.00,52107.54,44.72,57.41,37.52,-94.61,0.00
1529626500.00,52107.93,44.83,57.41,37.53,-94.39,0.00
1529627500.00,52107.95,45.01,57.40,37.47,-94.38,0.00
1529628500.00,52107.00,44.90,57.41,37.44,-94.75,0.00
1529629500.00,52108.31,44.83,57.31,37.48,-94.23,0.00
1529630500.00,52106.32,45.04,57.31,37.43,-94.88,0.00
1529631500.00,52106.66,45.06,57.28,37.47,-94.75,0.00
1529632500.00,52106.13,45.37,57.25,37.44,-94.92,0.00
1529633500.00,52106.38,45.66,57.23,37.41,-94.76,0.00
1529634500.00,52106.65,45.84,57.23,37.40,-94.64,0.00
1529635500.00,52106.96,45.93,57.20,37.37,-94.53,0.00
1529636500.00,52106.31,45.58,57.16,37.28,-94.74,0.00
1529637500.00,52103.93,45.52,57.19,37.18,-95.70,0.00
1529638500.00,52106.62,45.61,57.19,37.24,-94.71,0.00
1529639500.00,52107.27,45.37,57.14,37.29,-94.54,0.00
1529640500.00,52106.40,45.74,57.18,37.21,-94.93,0.00
1529641500.00,52106.17,46.14,57.15,37.15,-95.01,0.00
1529642500.00,52107.53,46.34,57.08,37.22,-94.59,0.00
1529643500.00,52106.84,46.56,57.02,37.21,-94.77,0.00
1529644500.00,52106.67,46.49,56.98,37.17,-94.83,0.00
1529645500.00,52107.88,46.78,57.03,37.15,-94.34,0.00
1529646500.00,52108.11,46.84,57.00,37.12,-94.25,0.00
1529647500.00,52106.33,46.86,56.94,36.97,-94.74,0.00
1529648500.00,52105.55,47.08,56.94,36.91,-94.93,0.00
1529649500.00,52107.68,47.41,56.90,37.08,-94.27,0.00
1529650500.00,52105.98,47.60,56.83,36.97,-94.71,0.00
1529651500.00,52105.86,47.93,56.80,36.95,-94.60,0.00
1529652500.00,52106.96,48.39,56.82,37.00,-94.19,0.00
1529653500.00,52105.43,48.74,56.81,36.89,-94.74,0.00
1529654500.00,52107.04,48.72,56.77,36.94,-94.14,0.00
1529655500.00,52107.09,48.95,56.71,36.96,-93.96,0.00
1529656500.00,52105.28,49.12,56.72,36.83,-94.57,0.00
1529657500.00,52106.60,49.18,56.63,36.90,-94.04,0.00
1529658500.00,52105.25,49.31,56.67,36.78,-94.48,0.00
1529659500.00,52106.00,49.44,56.65,36.82,-94.25,0.00
1529660500.00,52106.66,49.89,56.67,36.81,-93.97,0.00
1529661500.00,52105.05,49.75,56.59,36.73,-94.52,0.00
1529662500.00,52103.98,49.88,56.56,36.63,-94.82,0.00
1529663500.00,52104.35,50.20,56.48,36.65,-94.61,0.00
1529664500.00,52105.86,50.58,56.50,36.67,-94.18,0.00
1529665500.00,52106.04,50.66,56.49,36.62,-94.14,0.00
1529666500.00,52105.39,50.72,56.43,36.60,-94.36,0.00
1529667500.00,52105.10,50.90,56.43,36.55,-94.39,0.00
1529668500.00,52104.11,50.99,56.36,36.49,-94.73,0.00
1529669500.00,52104.31,50.92,56.38,36.48,-94.59,0.00
1529670500.00,52104.27,51.00,56.32,36.51,-94.60,0.00
1529671500.00,52104.25,51.02,56.33,36.43,-94.62,0.00
1529672500.00,52104.30,51.00,56.28,36.40,-94.59,0.00
1529673500.00,52103.47,50.99,56.24,36.31,-94.96,0.00
1529674500.00,52105.39,50.94,56.22,36.46,-94.34,0.00
1529675500.00,52103.78,51.07,56.17,36.33,-94.70,0.00
1529676500.00,52104.37,50.81,56.09,36.35,-94.52,0.00
1529677500.00,52102.97,50.77,56.10,36.32,-95.01,0.00
1529678500.00,52103.19,50.60,56.12,36.27,-94.95,0.00
1529679500.00,52103.26,50.63,56.09,36.24,-94.89,0.00
1529680500.00,52102.91,50.47,55.97,36.19,-94.94,0.00
1529681500.00,52103.88,50.59,55.94,36.25,-94.63,0.00
1529682500.00,52102.45,50.39,55.94,36.18,-95.16,0.00
1529683500.00,52102.54,50.38,55.88,36.14,-95.08,0.00
1529684500.00,52102.42,50.45,55.93,36.07,-95.20,0.00
1529685500.00,52103.04,49.97,55.85,36.03,-94.90,0.00
1529686500.00,52103.22,49.95,55.91,36.02,-94.94,0.00
1529687500.00,52104.05,49.60,55.87,36.01,-94.57,0.00
1529688500.00,52104.38,49.06,55.86,36.00,-94.49,0.00
1529689500.00,52102.30,48.60,55.78,35.87,-95.26,0.00
1529690500.00,52103.31,48.46,55.87,35.84,-95.06,0.00
