,m1,m2,m3,m4,m5,m6
1526107500.00,51943.09,36.92,44.32,25.54,-79.35,0.00
1526108500.00,51944.34,37.13,44.29,25.50,-78.82,0.00
1526109500.00,51943.82,37.35,44.22,25.52,-78.94,0.00
1526110500.00,51942.79,37.63,44.13,25.40,-79.16,0.00
1526111500.00,51943.44,38.02,44.03,25.45,-78.85,0.00
1526112500.00,51943.81,38.19,43.95,25.49,-78.82,0.00
1526113500.00,51944.31,38.55,43.94,25.38,-78.70,0.00
1526114500.00,51944.06,38.44,43.85,25.32,-78.80,0.00
1526115500.00,51946.04,38.54,43.85,25.41,-78.09,0.00
1526116500.00,51945.15,39.21,43.84,25.36,-78.51,0.00
1526117500.00,51944.49,39.14,43.79,25.39,-78.73,0.00
1526118500.00,51943.66,39.58,43.82,25.19,-79.05,0.00
1526119500.00,51944.14,39.50,43.73,25.27,-78.86,0.00
1526120500.00,51944.12,39.70,43.68,25.20,-78.79,0.00
1526121500.00,51944.61,40.01,43.73,25.20,-78.64,0.00
1526122500.00,51942.49,39.60,43.62,25.13,-79.34,0.00
1526123500.00,51943.19,39.90,43.64,25.17,-79.10,0.00
1526124500.00,51943.42,39.87,43.53,25.07,-78.95,0.00
1526125500.00,51942.81,39.52,43.51,25.09,-79.10,0.00
1526126500.00,51944.59,39.98,43.49,25.14,-78.62,0.00
1526127500.00,51943.58,39.58,43.43,25.04,-79.04,0.00
1526128500.00,51943.54,39.88,43.48,25.01,-79.11,0.00
1526129500.00,51943.32,39.71,43.40,24.95,-79.18,0.00
1526130500.00,51943.82,39.53,43.37,24.95,-79.11,0.00
1526131500.00,51943.88,39.62,43.40,24.95,-79.10,0.00
1526132500.00,51943.49,39.52,43.35,24.87,-79.29,0.00
1526133500.00,51944.36,39.48,43.33,24.89,-79.13,0.00
1526134500.00,51943.93,39.23,43.20,24.80,-79.16,0.00
1526135500.00,51943.52,38.95,43.06,24.78,-79.27,0.00
1526136500.00,51940.32,37.86,42.99,24.70,-80.29,0.00
1526137500.00,51940.05,37.08,42.90,24.64,-80.30,0.00
1526138500.00,51942.91,36.88,42.95,24.73,-79.26,0.00
1526139500.00,51941.18,35.98,42.95,24.69,-79.83,0.00
1526140500.00,51940.21,35.39,42.88,24.51,-80.10,0.00
1526141500.00,51941.91,34.65,42.86,24.60,-79.64,0.00
1526142500.00,51941.43,34.12,42.81,24.52,-79.71,0.00
1526143500.00,51941.60,33.55,42.81,24.51,-79.67,0.00
1526144500.00,51941.52,33.41,42.88,24.44,-79.73,0.00
1526145500.00,51940.93,32.74,42.78,24.40,-79.85,0.00
1526146500.00,51941.30,32.43,42.68,24.34,-79.57,0.00
1526147500.00,51941.53,31.29,42.64,24.38,-79.58,0.00
1526148500.00,51942.72,30.83,42.72,24.43,-79.36,0.00
1526149500.00,51941.65,29.67,42.64,24.31,-79.98,0.00
1526150500.00,51942.51,28.93,42.63,24.29,-79.76,0.00
1526151500.00,51941.93,28.17,42.60,24.30,-80.10,0.00
1526152500.00,51943.87,27.85,42.57,24.34,-79.52,0.00
1526153500.00,51943.11,27.60,42.58,24.29,-79.94,0.00
1526154500.00,51944.36,27.42,42.50,24.28,-79.61,0.00
1526155500.00,51944.65,27.71,42.47,24.28,-79.63,0.00
1526156500.00,51945.27,27.91,42.50,24.27,-79.46,0.00
1526157500.00,51946.73,28.38,42.50,24.20,-78.98,0.00
1526158500.00,51947.52,28.23,42.37,24.22,-78.78,0.00
1526159500.00,51947.61,28.18,42.42,24.18,-78.77,0.00
1526160500.00,51948.31,28.56,42.45,24.22,-78.61,0.00
1526161500.00,51947.02,28.41,42.42,24.12,-79.07,0.00
1526162500.00,51944.87,27.85,42.33,24.07,-79.85,0.00
1526163500.00,51946.96,27.76,42.23,24.06,-79.23,0.00
1526164500.00,51948.32,27.95,42.30,24.14,-78.90,0.00
1526165500.00,51946.30,27.48,42.20,24.05,-79.59,0.00
1526166500.00,51946.57,27.43,42.11,24.01,-79.56,0.00
1526167500.00,51946.76,27.55,42.13,23.98,-79.58,0.00
1526168500.00,51947.47,27.89,42.12,23.94,-79.36,0.00
1526169500.00,51948.00,27.62,42.09,23.97,-79.29,0.00
1526170500.00,51948.04,27.51,42.01,23.95,-79.32,0.00
1526171500.00,51949.40,27.66,42.06,23.93,-78.89,0.00
1526172500.00,51949.49,27.64,41.98,23.99,-78.98,0.00
1526173500.00,51948.22,27.94,42.07,23.90,-79.50,0.00
1526174500.00,51948.94,28.15,42.04,23.93,-79.25,0.00
1526175500.00,51950.74,28.41,41.99,23.96,-78.75,0.00
1526176500.00,51951.35,28.69,41.93,23.96,-78.53,0.00
1526177500.00,51950.50,29.64,41.92,23.83,-78.88,0.00
1526178500.00,51951.11,29.94,42.02,23.85,-78.72,0.00
1526179500.00,51951.48,29.91,41.92,23.86,-78.64,0.00
1526180500.00,51951.91,29.95,41.89,23.87,-78.47,0.00
1526181500.00,51951.84,30.28,41.86,23.79,-78.51,0.00
1526182500.00,51950.97,30.20,41.80,23.76,-78.85,0.00
1526183500.00,51952.49,30.34,41.73,23.78,-78.43,0.00
1526184500.00,51952.85,30.64,41.72,23.78,-78.25,0.00
1526185500.00,51953.33,30.52,41.66,23.74,-78.16,0.00
1526186500.00,51951.04,30.51,41.62,23.55,-79.02,0.00
1526187500.00,51953.62,30.97,41.62,23.68,-78.27,0.00
1526188500.00,51950.53,31.17,41.52,23.48,-79.32,0.00
1526189500.00,51951.64,31.39,41.51,23.62,-78.85,0.00
1526190500.00,51950.88,31.52,41.43,23.55,-79.04,0.00
1526191500.00,51950.76,31.78,41.45,23.60,-79.07,0.00
1526192500.00,51951.74,32.08,41.42,23.52,-78.69,0.00
1526193500.00,51951.13,31.92,41.33,23.51,-79.02,0.00
1526194500.00,51952.67,32.30,41.38,23.48,-78.42,0.00
1526195500.00,51952.93,32.66,41.31,23.49,-78.48,0.00
1526196500.00,51952.77,32.45,41.30,23.48,-78.58,0.00
1526197500.00,51953.34,32.74,41.30,23.38,-78.39,0.00
1526198500.00,51953.52,32.96,41.28,23.37,-78.40,0.00
1526199500.00,51955.60,32.98,41.27,23.45,-77.64,0.00
1526200500.00,51953.97,32.51,41.27,23.28,-78.25,0.00
1526201500.00,51955.35,32.25,41.22,23.32,-77.79,0.00
1526202500.00,51953.86,32.13,41.21,23.21,-78.29,0.00
1526203500.00,51956.35,31.92,41.11,23.29,-77.47,0.00
1526204500.00,51957.40,31.81,41.17,23.33,-77.17,0.00
1526205500.00,51955.27,31.51,41.08,23.20,-77.97,0.00
1526206500.00,51955.10,31.09,41.06,23.21,-78.04,0.00
1526207500.00,51954.22,30.58,41.03,23.16,-78.38,0.00
1526208500.00,51953.04,30.50,41.03,23.08,-78.84,0.00
1526209500.00,51954.38,30.37,41.02,23.04,-78.52,0.00
1526210500.00,51955.44,30.30,40.93,23.03,-78.26,0.00
1526211500.00,51954.20,29.68,40.87,22.94,-78.80,0.00
1526212500.00,51955.41,29.75,40.94,23.05,-78.37,0.00
1526213500.00,51955.85,29.74,40.97,23.05,-78.34,0.00
1526214500.00,51954.33,29.40,40.82,22.89,-78.84,0.00
1526215500.00,51954.54,29.04,40.78,22.83,-78.82,0.00
1526216500.00,51954.22,28.90,40.81,22.88,-79.04,0.00
1526217500.00,51956.59,28.97,40.75,22.96,-78.28,0.00
1526218500.00,51957.04,28.43,40.68,22.90,-78.29,0.00
1526219500.00,51955.83,27.99,40.66,22.84,-78.75,0.00
1526220500.00,51957.13,28.06,40.67,22.85,-78.47,0.00
1526221500.00,51957.45,27.42,40.66,22.81,-78.57,0.00
1526222500.00,51957.86,27.19,40.62,22.79,-78.55,0.00
1526223500.00,51958.47,26.58,40.67,22.85,-78.35,0.00
1526224500.00,51957.38,26.15,40.63,22.66,-78.82,0.00
1526225500.00,51957.39,25.33,40.65,22.64,-78.85,0.00
1526226500.00,51959.28,24.77,40.66,22.69,-78.38,0.00
